#Name	cntr_01	dist_x	pang_x	ra_01	dec_01	designation	ra	dec	w1mpro	w1sigmpro	w1rchi2	w2mpro	w2sigmpro	w2rchi2	w3mpro	w3sigmpro	w3rchi2	w4mpro	w4sigmpro	w4rchi2	cc_flags	ext_flg	ph_qual	w1mag	w1sigm	w1flg	w1mcor	w2mag	w2sigm	w2flg	w2mcor	w3mag	w3sigm	w3flg	w3mcor	w4mag	w4sigm	w4flg	w4mcor	w1mag_1	w1sigm_1	w1flg_1	w2mag_1	w2sigm_1	w2flg_1	w3mag_1	w3sigm_1	w3flg_1	w4mag_1	w4sigm_1	w4flg_1	w1mag_2	w1sigm_2	w1flg_2	w2mag_2	w2sigm_2	w2flg_2	w3mag_2	w3sigm_2	w3flg_2	w4mag_2	w4sigm_2	w4flg_2	w1mag_3	w1sigm_3	w1flg_3	w2mag_3	w2sigm_3	w2flg_3	w3mag_3	w3sigm_3	w3flg_3	w4mag_3	w4sigm_3	w4flg_3	w1mag_4	w1sigm_4	w1flg_4	w2mag_4	w2sigm_4	w2flg_4	w3mag_4	w3sigm_4	w3flg_4	w4mag_4	w4sigm_4	w4flg_4	w1mag_5	w1sigm_5	w1flg_5	w2mag_5	w2sigm_5	w2flg_5	w3mag_5	w3sigm_5	w3flg_5	w4mag_5	w4sigm_5	w4flg_5	w1mag_6	w1sigm_6	w1flg_6	w2mag_6	w2sigm_6	w2flg_6	w3mag_6	w3sigm_6	w3flg_6	w4mag_6	w4sigm_6	w4flg_6	w1mag_7	w1sigm_7	w1flg_7	w2mag_7	w2sigm_7	w2flg_7	w3mag_7	w3sigm_7	w3flg_7	w4mag_7	w4sigm_7	w4flg_7	w1mag_8	w1sigm_8	w1flg_8	w2mag_8	w2sigm_8	w2flg_8	w3mag_8	w3sigm_8	w3flg_8	w4mag_8	w4sigm_8	w4flg_8	xscprox	w1rsemi	w1ba	w1pa	w1gmag	w1gerr	w1gflg	w2rsemi	w2ba	w2pa	w2gmag	w2gerr	w2gflg	w3rsemi	w3ba	w3pa	w3gmag	w3gerr	w3gflg	w4rsemi	w4ba	w4pa	w4gmag	w4gerr	w4gflg
MCG-06-30-015	168	0.903572	104.145875	203.97375	-34.295556	J133553.77-341744.2	203.9740446	-34.2956169	8.692	0.023	5.05	7.768	0.021	2.017	4.942	0.016	1.771	2.626	0.019	0.9721	0	5	AAAA	8.724	0.005	0	0.261	7.788	0.005	0	0.319	4.954	0.005	0	0.825	2.619	0.006	1	0.576	9.392	0.005	0	8.561	0.005	0	6.374	0.006	0	3.688	0.006	1	8.985	0.005	0	8.107	0.005	0	5.779	0.005	0	3.195	0.006	1	8.821	0.005	0	7.926	0.005	0	5.454	0.005	0	2.909	0.006	1	8.747	0.005	0	7.85	0.005	0	5.273	0.005	0	2.762	0.006	1	8.708	0.005	1	7.813	0.005	1	5.173	0.005	0	2.7	0.006	1	8.684	0.005	1	7.791	0.005	1	5.118	0.006	1	2.673	0.007	1	8.667	0.005	1	7.777	0.005	17	5.087	0.006	1	2.664	0.007	1	8.655	0.005	1	7.767	0.005	17	5.069	0.006	1	2.661	0.008	1	0.57	22.99	0.58	-65	8.702	0.005	0	22.99	0.58	-65	7.814	0.005	0	22.99	0.58	-65	5.183	0.006	0	26.67	0.67	-65	2.941	0.006	1
MCG-07-03-007	169	0.415097	154.98642	16.361667	-42.216111	J010526.81-421258.3	16.3617325	-42.2162156	10.942	0.023	26.690001	10.446	0.021	7.382	7.058	0.016	1.865	4.324	0.023	0.8875	0	5	AAAA	10.977	0.006	1	0.261	10.454	0.006	1	0.319	7.072	0.006	0	0.825	4.325	0.013	1	0.576	11.744	0.006	0	11.285	0.006	0	8.506	0.007	0	5.394	0.013	1	11.238	0.006	1	10.773	0.006	1	7.897	0.006	0	4.901	0.013	1	10.996	0.006	1	10.539	0.006	1	7.566	0.006	1	4.616	0.013	1	10.869	0.006	1	10.423	0.006	1	7.377	0.006	1	4.47	0.015	1	10.798	0.006	1	10.361	0.006	1	7.272	0.007	1	4.408	0.017	1	10.755	0.006	1	10.324	0.006	1	7.214	0.007	1	4.377	0.021	1	10.726	0.006	17	10.301	0.006	1	7.183	0.007	1	4.366	0.024	1	10.707	0.006	17	10.286	0.006	1	7.167	0.008	1	4.365	0.029	1	0.28	19.5	0.53	-75	10.836	0.006	1	19.5	0.53	-75	10.409	0.006	1	19.5	0.53	-75	7.401	0.006	1	25.16	0.68	-75	4.687	0.013	1
MCG+00-09-042	170	0.495337	-85.331009	49.259167	1.255	J031702.16+011518.0	49.2590295	1.2550112	10.14	0.023	8.907	9.256	0.02	3.211	6.297	0.017	2.018	3.971	0.026	0.719	0	5	AAAA	10.184	0.006	1	0.261	9.278	0.006	1	0.319	6.342	0.007	1	0.825	3.957	0.015	1	0.576	10.87	0.006	0	10.061	0.006	0	7.769	0.008	0	5.02	0.016	1	10.445	0.006	1	9.597	0.006	1	7.167	0.007	1	4.533	0.015	1	10.27	0.006	1	9.409	0.006	1	6.838	0.007	1	4.247	0.016	1	10.191	0.006	1	9.33	0.006	1	6.654	0.007	1	4.099	0.018	1	10.148	0.006	1	9.291	0.006	1	6.552	0.008	1	4.04	0.021	1	10.122	0.006	1	9.267	0.006	1	6.496	0.008	1	4.019	0.026	1	10.103	0.006	1	9.252	0.006	1	6.465	0.009	1	4.014	0.031	17	10.088	0.006	1	9.24	0.006	1	6.448	0.009	1	4.016	0.037	17	0.22	16.49	0.47	5	10.279	0.006	1	16.49	0.47	5	9.435	0.006	1	16.49	0.47	5	6.874	0.007	1	24.22	0.68	5	4.353	0.015	1
MCG+01-57-016	171	1.152636	112.009375	340.070833	8.053889	J224017.07+080313.5	340.0711331	8.0537689	10.135	0.023	6.703	9.446	0.019	3.971	6.414	0.015	2.13	3.785	0.019	0.8462	0	5	AAAA	10.15	0.006	1	0.261	9.457	0.006	1	0.319	6.425	0.006	0	0.825	3.791	0.009	1	0.576	10.836	0.006	0	10.243	0.006	0	7.86	0.007	0	4.863	0.009	1	10.411	0.006	1	9.776	0.006	1	7.25	0.006	0	4.367	0.009	1	10.235	0.006	1	9.585	0.006	1	6.916	0.006	1	4.083	0.009	1	10.148	0.006	1	9.5	0.006	1	6.726	0.006	1	3.938	0.01	1	10.094	0.006	1	9.455	0.006	1	6.617	0.006	1	3.876	0.011	1	10.055	0.006	1	9.425	0.006	1	6.552	0.006	1	3.849	0.012	1	10.023	0.006	1	9.402	0.006	1	6.514	0.006	1	3.839	0.013	1	9.996	0.006	1	9.383	0.007	1	6.489	0.007	1	3.836	0.015	1	0.27	19.18	0.82	-80	10.079	0.006	1	19.18	0.82	-80	9.444	0.006	1	19.18	0.82	-80	6.596	0.006	1	22.06	0.87	-80	4.145	0.009	1
MCG+02-21-013	172	0.220529	-75.604139	121.193333	10.776667	J080446.38+104636.0	121.1932729	10.7766819	10.782	0.023	30.85	10.261	0.019	9.967	7.276	0.016	6.103	5.2	0.033	0.9854	0	5	AAAA	10.769	0.006	0	0.261	10.249	0.006	0	0.319	7.217	0.009	0	0.825	5.117	0.033	1	0.576	11.558	0.006	0	11.093	0.007	0	8.689	0.011	0	6.21	0.035	1	11.03	0.006	0	10.568	0.006	0	8.042	0.009	0	5.693	0.033	1	10.761	0.006	0	10.316	0.006	0	7.669	0.008	0	5.396	0.034	1	10.61	0.006	1	10.185	0.006	1	7.446	0.009	0	5.24	0.038	1	10.516	0.006	1	10.106	0.007	1	7.311	0.009	1	5.166	0.046	1	10.449	0.006	1	10.053	0.007	1	7.229	0.009	1	5.132	0.055	1	10.396	0.006	1	10.012	0.007	1	7.178	0.01	1	5.122	0.066	1	10.345	0.006	1	9.974	0.007	1	7.144	0.011	1	5.118	0.079	1	0.46	19.86	0.48	25	10.608	0.006	1	19.86	0.48	25	10.192	0.006	1	19.86	0.48	25	7.475	0.008	1	26.37	0.64	25	5.46	0.034	1
MCG+02-57-002	173	0.309763	58.178062	335.9375	11.835833	J222345.01+115009.1	335.9375747	11.8358787	11.175	0.023	10.05	10.531	0.02	3.297	7.208	0.018	2.103	4.644	0.031	1.172	0	5	AAAA	11.169	0.006	0	0.261	10.529	0.006	0	0.319	7.266	0.011	0	0.825	4.636	0.033	1	0.576	11.881	0.006	0	11.33	0.007	0	8.704	0.013	0	5.706	0.035	1	11.43	0.006	0	10.848	0.006	0	8.091	0.011	0	5.212	0.033	1	11.23	0.006	0	10.642	0.006	0	7.75	0.011	0	4.927	0.035	1	11.127	0.006	1	10.546	0.006	1	7.551	0.011	0	4.781	0.039	1	11.068	0.006	1	10.494	0.006	1	7.436	0.012	1	4.718	0.047	1	11.031	0.006	1	10.461	0.007	1	7.37	0.012	1	4.685	0.057	1	11.005	0.006	1	10.439	0.007	1	7.331	0.014	1	4.664	0.068	1	10.986	0.006	1	10.422	0.007	1	7.307	0.015	1	4.648	0.08	1	0.54	15.05	0.62	-25	11.189	0.006	0	15.05	0.62	-25	10.613	0.006	0	15.05	0.62	-25	7.699	0.011	0	20.79	0.77	-25	5.102	0.033	1
MCG+04-22-042	174	0.398493	-170.177874	140.929167	22.909167	J092342.99+225432.6	140.9291462	22.9090576	9.791	0.023	3.475	8.952	0.02	2.026	6.206	0.016	0.9512	3.996	0.023	0.6852	0	5	AAAA	9.804	0.006	1	0.261	8.963	0.006	1	0.319	6.205	0.006	0	0.825	3.989	0.011	1	0.576	10.472	0.006	0	9.739	0.006	0	7.63	0.006	0	5.059	0.011	1	10.065	0.006	1	9.282	0.006	1	7.03	0.006	0	4.565	0.011	1	9.898	0.006	1	9.098	0.006	1	6.699	0.006	1	4.275	0.011	1	9.816	0.005	1	9.018	0.006	1	6.511	0.006	1	4.122	0.012	1	9.767	0.006	1	8.976	0.006	1	6.405	0.006	1	4.056	0.014	1	9.733	0.006	1	8.949	0.006	1	6.344	0.006	1	4.027	0.017	1	9.705	0.006	1	8.929	0.006	1	6.309	0.006	1	4.015	0.02	1	9.678	0.006	1	8.911	0.006	1	6.287	0.006	1	4.008	0.023	1	0.22	20.68	0.66	-5	9.755	0.006	1	20.68	0.66	-5	8.971	0.006	1	20.68	0.66	-5	6.408	0.006	1	24.24	0.76	-5	4.324	0.011	1
MCG+04-48-002	175	0.372383	-73.678088	307.14625	25.733333	J202835.07+254400.1	307.1461398	25.7333624	9.733	0.022	46.150002	9.048	0.02	22.49	4.907	0.015	37.889999	2.686	0.021	7.586	0	5	AAAA	9.698	0.006	0	0.261	9.061	0.007	0	0.319	5.021	0.006	0	0.825	2.69	0.006	1	0.576	10.495	0.006	0	9.921	0.007	0	6.507	0.006	0	3.793	0.006	0	9.959	0.006	0	9.38	0.007	0	5.846	0.006	0	3.266	0.006	1	9.698	0.006	0	9.127	0.007	0	5.477	0.006	0	2.976	0.006	1	9.559	0.006	0	9.001	0.007	0	5.264	0.006	0	2.822	0.006	1	9.476	0.006	0	8.933	0.007	0	5.14	0.006	0	2.753	0.006	1	9.421	0.006	0	8.893	0.008	0	5.07	0.006	0	2.723	0.007	1	9.383	0.006	1	8.867	0.008	1	5.029	0.006	0	2.711	0.007	1	9.351	0.006	1	8.848	0.009	1	5.005	0.006	1	2.707	0.008	1	0.21	29.4	0.48	70	9.376	0.006	17	29.4	0.48	70	8.87	0.008	1	29.4	0.48	70	5.083	0.006	1	33.88	0.57	70	2.903	0.006	1
MCG+05-03-013	176	0.43905	146.153172	12.895833	29.401389	J005135.01+292404.6	12.8959113	29.4012876	10.748	0.022	12.7	10.294	0.02	4.758	7.284	0.016	3.283	4.786	0.028	1.14	0	5	AAAA	10.751	0.006	0	0.261	10.292	0.006	0	0.319	7.233	0.008	0	0.825	4.685	0.016	1	0.576	11.473	0.006	0	11.108	0.007	0	8.706	0.009	0	5.812	0.018	1	11.012	0.006	0	10.611	0.006	0	8.058	0.008	0	5.261	0.016	1	10.795	0.006	0	10.386	0.006	0	7.681	0.007	0	4.927	0.016	1	10.668	0.006	0	10.265	0.006	0	7.444	0.007	0	4.739	0.018	1	10.569	0.006	0	10.177	0.006	0	7.281	0.007	0	4.644	0.021	1	10.472	0.006	1	10.094	0.007	1	7.157	0.008	1	4.593	0.024	1	10.352	0.006	1	9.995	0.007	1	7.057	0.008	1	4.567	0.028	1	10.193	0.006	1	9.873	0.007	1	6.976	0.008	1	4.555	0.033	1	0.45	17.61	0.62	-60	10.657	0.006	0	17.61	0.62	-60	10.26	0.006	0	17.61	0.62	-60	7.446	0.007	0	23.11	0.78	-60	5.015	0.016	1
MCG+05-28-032	177	0.566902	50.299235	177.19125	29.641111	J114845.93+293828.3	177.1913894	29.6412117	10.24	0.023	9.393	9.515	0.02	3.004	6.993	0.016	1.978	4.538	0.028	0.7243	0	5	AAAA	10.267	0.006	0	0.261	9.547	0.006	0	0.319	7.004	0.009	0	0.825	4.529	0.014	1	0.576	10.958	0.006	0	10.33	0.006	0	8.427	0.01	0	5.59	0.015	1	10.528	0.006	0	9.866	0.006	0	7.829	0.009	0	5.105	0.014	1	10.345	0.006	0	9.674	0.006	0	7.499	0.008	0	4.825	0.015	1	10.256	0.006	0	9.589	0.006	0	7.31	0.009	0	4.682	0.016	1	10.208	0.006	0	9.546	0.006	0	7.203	0.009	0	4.622	0.019	1	10.178	0.006	1	9.52	0.006	1	7.142	0.01	1	4.588	0.023	1	10.158	0.006	1	9.504	0.006	1	7.107	0.011	1	4.566	0.027	17	10.144	0.006	1	9.493	0.006	1	7.086	0.012	1	4.555	0.031	17	0.4	19.1	0.56	10	10.245	0.006	0	19.1	0.56	10	9.588	0.006	0	19.1	0.56	10	7.319	0.009	0	24.64	0.71	10	4.887	0.015	1
MCG+06-16-028	178	0.736522	-58.028307	108.51625	35.279167	J071403.84+351645.3	108.5160374	35.279275	9.499	0.022	5.725	8.6	0.02	2.077	5.324	0.015	1.266	3.024	0.021	0.6559	hh00	5	AAAA	9.511	0.006	0	0.261	8.614	0.006	0	0.319	5.379	0.006	0	0.825	2.992	0.007	1	0.576	10.189	0.006	0	9.39	0.006	0	6.806	0.006	0	4.059	0.007	1	9.772	0.006	0	8.933	0.006	0	6.204	0.006	0	3.568	0.007	1	9.598	0.006	0	8.747	0.006	0	5.871	0.006	0	3.284	0.007	1	9.514	0.006	0	8.667	0.006	0	5.684	0.006	0	3.137	0.007	1	9.467	0.006	1	8.627	0.006	1	5.58	0.006	0	3.074	0.008	1	9.434	0.006	1	8.6	0.006	1	5.523	0.006	1	3.044	0.008	1	9.403	0.006	1	8.579	0.006	17	5.49	0.006	1	3.032	0.009	1	9.366	0.006	1	8.557	0.006	17	5.47	0.006	1	3.028	0.011	1	0.39	18.98	0.73	75	9.469	0.006	1	18.98	0.73	75	8.632	0.006	1	18.98	0.73	75	5.6	0.006	1	22.33	0.81	75	3.374	0.007	1
MCG+06-24-008	179	0.431749	-54.88279	161.204167	38.181111	J104448.97+381052.2	161.2040419	38.1811801	10.996	0.022	40.490002	10.549	0.021	15.44	7.581	0.018	11.11	5.534	0.036	1.118	0	5	AAAA	10.886	0.006	0	0.261	10.5	0.006	0	0.319	7.465	0.01	0	0.825	5.428	0.042	17	0.576	11.676	0.006	0	11.365	0.006	0	8.952	0.012	0	6.526	0.045	17	11.147	0.006	0	10.819	0.006	0	8.29	0.01	0	6.004	0.042	17	10.881	0.006	0	10.55	0.006	0	7.915	0.009	0	5.714	0.044	17	10.734	0.006	0	10.409	0.006	0	7.696	0.009	0	5.558	0.049	17	10.648	0.006	0	10.329	0.006	0	7.57	0.01	0	5.484	0.059	17	10.594	0.006	1	10.282	0.006	1	7.498	0.011	0	5.451	0.07	17	10.559	0.006	1	10.252	0.006	1	7.458	0.012	1	5.441	0.085	17	10.535	0.006	1	10.233	0.006	1	7.434	0.013	1	5.44	0.102	17	0.45	28.05	0.35	-85	10.608	0.006	0	28.05	0.35	-85	10.32	0.006	0	28.05	0.35	-85	7.648	0.01	0	37.08	0.52	-85	5.634	0.05	17
MCG+06-49-019	180	0.464075	-130.237307	336.774167	36.361667	J222705.77+362141.7	336.7740445	36.3615834	10.569	0.021	25.48	10.401	0.019	10.13	8.001	0.021	1.597	5.659	0.047	0.722	0	5	AAAA	10.577	0.006	1	0.261	10.392	0.007	1	0.319	7.892	0.01	1	0.825	5.552	0.033	1	0.576	11.357	0.006	0	11.259	0.008	0	9.369	0.012	0	6.666	0.036	1	10.838	0.006	1	10.711	0.007	1	8.717	0.01	1	6.128	0.033	1	10.564	0.006	1	10.429	0.007	1	8.324	0.009	1	5.814	0.034	1	10.391	0.006	1	10.26	0.007	1	8.065	0.009	1	5.646	0.038	1	10.271	0.006	1	10.147	0.008	1	7.887	0.009	1	5.554	0.044	1	10.185	0.006	1	10.067	0.008	1	7.762	0.009	1	5.498	0.052	1	10.12	0.006	1	10.007	0.008	1	7.675	0.01	1	5.469	0.061	1	10.067	0.006	17	9.961	0.009	1	7.614	0.01	1	5.451	0.072	1	0.28	27.89	0.68	85	10.093	0.006	17	27.89	0.68	85	9.983	0.008	1	27.89	0.68	85	7.64	0.01	1	30.46	0.74	85	5.678	0.036	1
MCG+08-11-011	181	0.235702	164.011306	88.723333	46.439444	J055453.60+462621.7	88.7233595	46.4393815	8.356	0.023	4.25	7.336	0.021	3.32	4.39	0.014	6.959	1.756	0.013	1.432	0	5	AAAA	8.376	0.005	0	0.261	7.399	0.005	0	0.319	4.422	0.006	0	0.825	1.738	0.006	0	0.576	9.038	0.006	0	8.176	0.005	0	5.855	0.006	0	2.812	0.006	0	8.637	0.005	0	7.718	0.005	0	5.247	0.006	0	2.314	0.006	0	8.478	0.005	0	7.535	0.005	0	4.913	0.005	0	2.024	0.006	0	8.402	0.005	0	7.457	0.005	0	4.721	0.006	0	1.871	0.006	17	8.354	0.005	0	7.415	0.005	0	4.611	0.006	0	1.802	0.006	17	8.318	0.005	0	7.388	0.005	0	4.546	0.006	0	1.767	0.006	17	8.287	0.006	0	7.367	0.005	0	4.506	0.006	0	1.751	0.006	17	8.26	0.006	0	7.349	0.005	0	4.478	0.006	0	1.743	0.007	17	0.17	54.88	0.51	0	8.135	0.006	1	54.88	0.51	0	7.277	0.006	1	54.88	0.51	0	4.364	0.006	1	60.5	0.59	0	1.72	0.006	17
MCG+11-11-032	182	0.785655	137.971593	133.802083	64.396111	J085512.58+642345.4	133.8024214	64.395949	11.064	0.023	10.16	10.246	0.02	2.508	7.761	0.019	1.414	5.674	0.04	0.8351	0	5	AAAA	11.092	0.006	0	0.261	10.259	0.006	0	0.319	7.737	0.008	0	0.825	5.639	0.035	1	0.576	11.805	0.006	0	11.052	0.006	0	9.178	0.01	0	6.709	0.037	1	11.353	0.006	0	10.578	0.006	0	8.562	0.008	0	6.215	0.035	1	11.149	0.006	0	10.377	0.006	0	8.216	0.008	0	5.924	0.037	1	11.044	0.006	0	10.284	0.006	0	8.013	0.008	0	5.774	0.042	1	10.984	0.006	1	10.234	0.006	1	7.894	0.008	1	5.714	0.05	1	10.949	0.006	1	10.205	0.006	1	7.824	0.009	1	5.69	0.061	1	10.925	0.006	1	10.186	0.006	17	7.781	0.01	1	5.686	0.074	1	10.906	0.006	17	10.172	0.007	17	7.752	0.01	1	5.688	0.089	1	0.25	17	0.52	50	11.097	0.006	0	17	0.52	50	10.348	0.006	0	17	0.52	50	8.143	0.008	0	24.25	0.72	50	5.991	0.036	1
MCG+12-10-067	183	0.253965	52.730432	161.035417	70.405278	J104408.54+702419.1	161.0355841	70.4053205	10.846	0.023	23.879999	9.955	0.02	6.406	6.496	0.015	4.744	4.069	0.021	0.9949	0	5	AAAA	10.821	0.006	0	0.261	9.96	0.006	0	0.319	6.494	0.006	0	0.825	4.022	0.011	1	0.576	11.599	0.006	0	10.782	0.006	0	7.956	0.006	0	5.107	0.011	0	11.082	0.006	0	10.279	0.006	0	7.319	0.006	0	4.598	0.011	1	10.82	0.006	0	10.049	0.006	0	6.957	0.006	0	4.305	0.011	1	10.664	0.006	0	9.928	0.006	16	6.739	0.006	0	4.151	0.012	17	10.559	0.006	0	9.853	0.006	16	6.605	0.006	0	4.08	0.014	17	10.485	0.006	0	9.801	0.006	16	6.522	0.006	0	4.047	0.017	17	10.432	0.006	17	9.764	0.006	17	6.468	0.006	0	4.037	0.02	17	10.394	0.006	17	9.738	0.006	17	6.433	0.006	1	4.035	0.024	17	0.38	26.95	0.42	20	10.492	0.006	0	26.95	0.42	20	9.824	0.006	16	26.95	0.42	20	6.611	0.006	0	33.65	0.56	20	4.245	0.012	17
Mrk10	184	0.270276	-126.076448	116.87125	60.933611	J074729.07+605600.8	116.8711251	60.9335669	10.654	0.023	19.129999	9.936	0.02	5.797	6.943	0.017	2.983	4.326	0.025	1.211	0	5	AAAA	10.607	0.006	0	0.261	9.927	0.006	0	0.319	6.877	0.007	0	0.825	4.23	0.01	1	0.576	11.366	0.006	0	10.75	0.006	0	8.353	0.008	0	5.339	0.011	0	10.868	0.006	0	10.246	0.006	0	7.702	0.007	0	4.806	0.01	1	10.601	0.006	0	10.003	0.006	0	7.308	0.006	0	4.488	0.011	1	10.427	0.006	0	9.862	0.006	0	7.052	0.006	0	4.311	0.011	1	10.301	0.006	0	9.765	0.006	0	6.877	0.006	0	4.223	0.013	1	10.206	0.006	0	9.693	0.006	0	6.754	0.007	0	4.176	0.015	1	10.134	0.006	0	9.638	0.006	0	6.664	0.007	0	4.152	0.017	1	10.078	0.006	1	9.596	0.006	1	6.599	0.007	1	4.138	0.02	1	0.35	33.65	0.47	-50	10.079	0.006	0	33.65	0.47	-50	9.602	0.006	0	33.65	0.47	-50	6.624	0.007	0	37.55	0.55	-50	4.339	0.012	1
Mrk1018	185	0.29375	-144.59858	31.566667	-0.291389	J020615.98-001729.2	31.5666194	-0.2914554	10.169	0.022	8.961	9.38	0.02	2.937	6.969	0.016	0.9666	4.983	0.031	0.8252	0	5	AAAA	10.189	0.006	0	0.261	9.402	0.006	0	0.319	6.969	0.008	0	0.825	4.966	0.022	1	0.576	10.889	0.006	0	10.189	0.006	0	8.392	0.009	0	6.037	0.023	1	10.45	0.006	0	9.721	0.006	0	7.794	0.008	0	5.542	0.022	1	10.254	0.006	1	9.524	0.006	1	7.467	0.007	0	5.258	0.023	1	10.151	0.006	1	9.433	0.006	1	7.285	0.008	1	5.119	0.026	1	10.088	0.006	1	9.382	0.006	1	7.184	0.008	1	5.064	0.032	1	10.045	0.006	1	9.349	0.006	1	7.128	0.009	1	5.041	0.038	1	10.011	0.006	1	9.324	0.006	1	7.095	0.009	1	5.034	0.046	1	9.985	0.006	1	9.305	0.006	1	7.076	0.01	1	5.032	0.055	1	0.25	21.19	0.66	0	10.073	0.006	1	21.19	0.66	0	9.374	0.006	1	21.19	0.66	0	7.181	0.008	1	24.83	0.76	0	5.282	0.023	1
Mrk1210	186	0.737115	-100.236998	121.024583	5.113889	J080405.85+050649.8	121.024381	5.1138525	10.006	0.022	7.773	8.614	0.02	1.881	4.634	0.015	3.203	1.697	0.019	0.9741	0	5	AAAA	10.015	0.006	0	0.261	8.623	0.006	0	0.319	4.655	0.005	0	0.825	1.719	0.006	16	0.576	10.712	0.006	0	9.4	0.006	0	6.078	0.006	0	2.793	0.006	0	10.276	0.006	0	8.942	0.006	0	5.48	0.005	0	2.295	0.006	16	10.081	0.006	0	8.757	0.005	0	5.149	0.005	0	2.007	0.006	17	9.979	0.006	0	8.676	0.006	0	4.958	0.005	0	1.857	0.006	17	9.917	0.006	0	8.635	0.006	0	4.849	0.005	0	1.794	0.006	17	9.876	0.006	0	8.609	0.006	0	4.789	0.005	0	1.766	0.007	17	9.848	0.006	16	8.593	0.006	0	4.755	0.006	0	1.756	0.007	17	9.828	0.006	16	8.581	0.006	0	4.736	0.006	0	1.752	0.008	17	0.17	16.1	0.91	75	9.94	0.006	0	16.1	0.91	75	8.65	0.006	0	16.1	0.91	75	4.891	0.005	0	19.84	0.95	75	2.127	0.006	17
Mrk1310	187	0.793497	-118.284502	180.31	-3.678056	J120114.35-034041.3	180.3098055	-3.67816	11.537	0.032	5.367	10.941	0.029	2.309	7.924	0.033	1.042	5.869	0.089	0.9754	0	5	AAAA	11.44	0.006	1	0.261	10.827	0.006	1	0.319	7.791	0.013	1	0.825	5.632	0.043	1	0.576	12.155	0.006	1	11.624	0.007	1	9.221	0.016	1	6.699	0.045	1	11.701	0.006	1	11.146	0.006	1	8.616	0.013	1	6.208	0.043	1	11.507	0.006	1	10.946	0.006	1	8.288	0.013	1	5.94	0.046	1	11.415	0.006	1	10.859	0.006	1	8.104	0.013	1	5.81	0.053	1	11.366	0.006	1	10.817	0.007	1	7.999	0.014	1	5.765	0.064	1	11.336	0.006	1	10.793	0.007	1	7.939	0.016	1	5.762	0.079	1	11.317	0.006	1	10.778	0.007	1	7.906	0.017	1	5.775	0.098	1	11.304	0.007	1	10.77	0.008	1	7.885	0.019	1	5.8	0.12	1	0.3	11.17	0.86	-30	11.539	0.006	1	11.17	0.86	-30	10.981	0.006	1	11.17	0.86	-30	8.353	0.013	1	16.09	0.92	-30	6.279	0.042	1
Mrk1392	188	0.779696	-65.888156	226.485833	3.707222	J150556.55+034226.3	226.4856352	3.7073107	10.525	0.022	8.184	9.752	0.02	2.528	6.602	0.016	2.424	4.035	0.023	0.868	0	5	AAAA	10.511	0.006	1	0.261	9.749	0.006	1	0.319	6.6	0.006	0	0.825	4.002	0.01	1	0.576	11.219	0.006	0	10.543	0.006	0	8.043	0.006	0	5.076	0.01	1	10.772	0.006	1	10.068	0.006	1	7.425	0.006	0	4.578	0.01	1	10.563	0.006	1	9.862	0.006	1	7.077	0.006	1	4.29	0.01	1	10.442	0.006	1	9.759	0.006	1	6.87	0.006	1	4.142	0.011	1	10.362	0.006	1	9.698	0.006	1	6.745	0.006	1	4.078	0.013	1	10.304	0.006	1	9.655	0.006	1	6.668	0.006	1	4.047	0.015	1	10.262	0.006	1	9.625	0.006	1	6.62	0.006	1	4.034	0.017	1	10.231	0.006	1	9.603	0.006	1	6.59	0.006	1	4.029	0.02	1	0.71	18.28	0.53	50	10.466	0.006	1	18.28	0.53	50	9.79	0.006	1	18.28	0.53	50	6.935	0.006	1	23.59	0.68	50	4.418	0.01	1
Mrk18	189	0.266865	7.290193	135.493333	60.151667	J090158.40+600906.2	135.4933522	60.1517402	10.209	0.023	12.62	9.736	0.02	4.622	6.288	0.015	5.372	3.876	0.024	0.9009	0h00	5	AAAA	10.244	0.006	1	0.261	9.756	0.006	1	0.319	6.329	0.006	1	0.825	3.835	0.008	1	0.576	10.957	0.006	1	10.562	0.006	1	7.767	0.006	0	4.908	0.009	1	10.505	0.006	1	10.075	0.006	1	7.154	0.006	1	4.411	0.008	1	10.307	0.006	1	9.865	0.006	1	6.819	0.006	1	4.126	0.009	17	10.208	0.006	1	9.767	0.006	1	6.632	0.006	1	3.978	0.009	17	10.15	0.006	1	9.713	0.006	1	6.528	0.006	1	3.916	0.01	17	10.112	0.006	1	9.68	0.006	1	6.471	0.006	1	3.89	0.012	17	10.084	0.006	1	9.657	0.006	1	6.439	0.006	1	3.882	0.014	17	10.063	0.006	1	9.64	0.006	1	6.42	0.006	1	3.879	0.017	17	0.22	18.28	0.53	90	10.228	0.006	1	18.28	0.53	90	9.799	0.006	1	18.28	0.53	90	6.703	0.006	1	23.59	0.68	90	4.26	0.008	17
