#Name	cntr_01	dist_x	pang_x	ra_01	dec_01	designation	ra	dec	w1mpro	w1sigmpro	w1rchi2	w2mpro	w2sigmpro	w2rchi2	w3mpro	w3sigmpro	w3rchi2	w4mpro	w4sigmpro	w4rchi2	cc_flags	ext_flg	ph_qual	w1mag	w1sigm	w1flg	w1mcor	w2mag	w2sigm	w2flg	w2mcor	w3mag	w3sigm	w3flg	w3mcor	w4mag	w4sigm	w4flg	w4mcor	w1mag_1	w1sigm_1	w1flg_1	w2mag_1	w2sigm_1	w2flg_1	w3mag_1	w3sigm_1	w3flg_1	w4mag_1	w4sigm_1	w4flg_1	w1mag_2	w1sigm_2	w1flg_2	w2mag_2	w2sigm_2	w2flg_2	w3mag_2	w3sigm_2	w3flg_2	w4mag_2	w4sigm_2	w4flg_2	w1mag_3	w1sigm_3	w1flg_3	w2mag_3	w2sigm_3	w2flg_3	w3mag_3	w3sigm_3	w3flg_3	w4mag_3	w4sigm_3	w4flg_3	w1mag_4	w1sigm_4	w1flg_4	w2mag_4	w2sigm_4	w2flg_4	w3mag_4	w3sigm_4	w3flg_4	w4mag_4	w4sigm_4	w4flg_4	w1mag_5	w1sigm_5	w1flg_5	w2mag_5	w2sigm_5	w2flg_5	w3mag_5	w3sigm_5	w3flg_5	w4mag_5	w4sigm_5	w4flg_5	w1mag_6	w1sigm_6	w1flg_6	w2mag_6	w2sigm_6	w2flg_6	w3mag_6	w3sigm_6	w3flg_6	w4mag_6	w4sigm_6	w4flg_6	w1mag_7	w1sigm_7	w1flg_7	w2mag_7	w2sigm_7	w2flg_7	w3mag_7	w3sigm_7	w3flg_7	w4mag_7	w4sigm_7	w4flg_7	w1mag_8	w1sigm_8	w1flg_8	w2mag_8	w2sigm_8	w2flg_8	w3mag_8	w3sigm_8	w3flg_8	w4mag_8	w4sigm_8	w4flg_8	xscprox	w1rsemi	w1ba	w1pa	w1gmag	w1gerr	w1gflg	w2rsemi	w2ba	w2pa	w2gmag	w2gerr	w2gflg	w3rsemi	w3ba	w3pa	w3gmag	w3gerr	w3gflg	w4rsemi	w4ba	w4pa	w4gmag	w4gerr	w4gflg
NGC6552	272	0.378539	-30.28466	270.030417	66.615	J180007.26+663654.3	270.0302831	66.6150908	10.858	0.023	25.889999	9.988	0.019	6.097	5.871	0.014	2.927	2.604	0.017	0.8454	00dd	5	AAAA	10.796	0.005	16	0.261	9.983	0.006	16	0.319	5.884	0.005	16	0.825	2.579	0.006	16	0.576	11.586	0.006	16	10.812	0.006	0	7.325	0.005	0	3.652	0.006	0	11.057	0.005	16	10.302	0.006	16	6.709	0.005	16	3.155	0.006	16	10.765	0.005	16	10.057	0.006	16	6.365	0.005	16	2.865	0.006	17	10.571	0.005	16	9.916	0.006	16	6.164	0.005	16	2.713	0.006	17	10.428	0.005	16	9.819	0.006	16	6.045	0.005	16	2.647	0.007	17	10.319	0.005	16	9.746	0.006	16	5.975	0.005	16	2.615	0.007	17	10.237	0.005	16	9.692	0.006	16	5.933	0.005	16	2.602	0.008	17	10.178	0.005	17	9.652	0.006	17	5.908	0.005	16	2.597	0.009	17	0.27	36.95	0.49	-80	10.155	0.005	17	36.95	0.49	-80	9.64	0.006	17	36.95	0.49	-80	5.92	0.005	17	40.74	0.56	-80	2.708	0.007	17
NGC6814	273	0.236356	-112.845295	295.669167	-10.323611	J194240.58-101925.0	295.6691052	-10.3236366	9.353	0.023	28.969999	8.807	0.02	10.15	6.088	0.015	3.67	3.635	0.02	3.179	0	5	AAAA	9.36	0.007	0	0.261	8.827	0.006	0	0.319	6.068	0.007	0	0.825	3.482	0.014	1	0.576	10.156	0.007	0	9.673	0.006	0	7.541	0.008	0	4.656	0.016	1	9.621	0.007	0	9.146	0.006	0	6.893	0.007	0	4.058	0.014	1	9.323	0.007	0	8.88	0.006	0	6.504	0.007	0	3.648	0.013	1	9.119	0.007	1	8.715	0.006	1	6.241	0.007	0	3.362	0.013	1	8.955	0.007	1	8.587	0.006	1	6.038	0.007	1	3.157	0.014	1	8.809	0.007	1	8.474	0.006	1	5.861	0.007	1	3.006	0.015	1	8.676	0.007	17	8.369	0.006	1	5.698	0.007	1	2.905	0.016	1	8.553	0.007	17	8.27	0.006	1	5.545	0.007	1	2.843	0.018	1	0.42	72.36	0.94	65	7.61	0.007	17	72.36	0.94	65	7.457	0.006	17	72.36	0.94	65	4.52	0.007	1	74.72	0.95	65	2.544	0.014	17
NGC6860	274	1.174641	-3.201025	302.195417	-61.100278	J200846.89-610559.8	302.195379	-61.099952	8.693	0.023	6.521	7.753	0.02	2.649	5.258	0.016	1.942	3.275	0.021	1.037	0	5	AAAA	8.697	0.005	0	0.261	7.765	0.005	0	0.319	5.273	0.006	0	0.825	3.236	0.007	1	0.576	9.372	0.005	0	8.541	0.005	0	6.719	0.006	0	4.322	0.007	0	8.958	0.005	0	8.084	0.005	0	6.098	0.006	0	3.812	0.007	1	8.777	0.005	0	7.896	0.005	0	5.749	0.006	0	3.519	0.007	1	8.682	0.005	0	7.811	0.005	0	5.549	0.006	0	3.368	0.007	1	8.624	0.005	0	7.765	0.005	0	5.431	0.006	0	3.3	0.008	1	8.585	0.005	0	7.736	0.005	16	5.361	0.006	0	3.269	0.009	1	8.557	0.005	0	7.716	0.005	16	5.318	0.006	0	3.256	0.01	17	8.537	0.005	1	7.702	0.006	17	5.291	0.006	1	3.25	0.011	17	0.68	29.31	0.66	30	8.542	0.005	0	29.31	0.66	30	7.707	0.005	16	29.31	0.66	30	5.305	0.006	0	32	0.71	30	3.393	0.007	1
NGC7172	275	0.4792	-8.2903	330.507917	-31.869722	J220201.89-315210.5	330.5078941	-31.8695905	8.469	0.023	15.31	7.631	0.02	5.399	5.193	0.014	17.16	3.067	0.019	3.266	0	5	AAAA	8.501	0.006	0	0.261	7.656	0.005	0	0.319	5.257	0.006	0	0.825	3.035	0.007	0	0.576	9.232	0.006	0	8.457	0.005	0	6.723	0.006	0	4.132	0.007	0	8.762	0.006	0	7.975	0.005	0	6.082	0.006	0	3.611	0.007	0	8.535	0.006	0	7.762	0.005	0	5.719	0.006	0	3.307	0.007	1	8.402	0.006	0	7.656	0.005	0	5.502	0.006	0	3.142	0.007	1	8.31	0.006	0	7.59	0.005	0	5.37	0.006	0	3.06	0.007	1	8.238	0.006	0	7.542	0.005	0	5.286	0.006	0	3.016	0.008	1	8.179	0.006	0	7.504	0.005	0	5.231	0.006	0	2.992	0.009	1	8.129	0.006	0	7.472	0.005	0	5.192	0.006	0	2.98	0.01	1	1.08	60.54	0.51	-82	7.905	0.006	1	60.54	0.51	-82	7.333	0.006	17	60.54	0.51	-82	5.021	0.006	1	64.59	0.56	-82	2.948	0.009	1
NGC7213	276	0.902894	-96.807916	332.317917	-47.166667	J220916.21-471000.1	332.3175504	-47.1666964	8.253	0.022	44.330002	7.885	0.019	22.139999	5.305	0.016	3.612	3.046	0.019	1.187	0	5	AAAA	8.274	0.005	0	0.261	7.948	0.005	0	0.319	5.317	0.006	0	0.825	2.977	0.009	0	0.576	9.099	0.006	0	8.825	0.006	0	6.78	0.006	0	4.079	0.009	0	8.535	0.005	0	8.267	0.005	0	6.142	0.006	0	3.553	0.009	0	8.212	0.005	0	7.968	0.005	0	5.774	0.006	0	3.234	0.009	0	7.999	0.005	0	7.78	0.005	0	5.547	0.006	0	3.047	0.009	0	7.846	0.005	0	7.648	0.005	0	5.396	0.006	0	2.943	0.01	0	7.731	0.005	0	7.549	0.005	0	5.286	0.006	0	2.881	0.011	1	7.642	0.005	0	7.471	0.005	0	5.195	0.006	0	2.847	0.013	1	7.57	0.005	0	7.409	0.005	0	5.114	0.006	0	2.827	0.015	17	0.54	80.94	0.94	70	7.04	0.006	17	80.94	0.94	70	6.916	0.006	17	80.94	0.94	70	4.587	0.007	1	83.58	0.95	70	2.678	0.017	17
NGC7465	277	0.593266	-72.417996	345.504167	15.964722	J230200.96+155753.1	345.5040033	15.964772	9.63	0.021	25.23	9.35	0.02	13.61	5.885	0.015	17.129999	3.575	0.022	3.743	0	5	AAAA	9.649	0.006	0	0.261	9.392	0.006	0	0.319	5.931	0.006	0	0.825	3.516	0.009	1	0.576	10.404	0.006	0	10.243	0.006	0	7.427	0.006	0	4.628	0.01	1	9.91	0.006	0	9.711	0.006	0	6.756	0.006	0	4.092	0.009	1	9.676	0.006	0	9.46	0.006	0	6.371	0.006	0	3.794	0.009	1	9.55	0.005	0	9.328	0.006	0	6.141	0.006	0	3.636	0.01	1	9.471	0.005	0	9.249	0.006	0	6	0.006	0	3.559	0.011	1	9.416	0.006	1	9.196	0.006	1	5.912	0.006	1	3.521	0.013	1	9.377	0.006	1	9.159	0.006	1	5.856	0.006	1	3.504	0.015	1	9.348	0.006	1	9.131	0.006	17	5.818	0.006	1	3.496	0.018	1	0.39	28.19	0.75	-20	9.349	0.006	1	28.19	0.75	-20	9.133	0.006	1	28.19	0.75	-20	5.827	0.006	1	30.34	0.79	-20	3.654	0.01	1
NGC7469	278	0.23379	64.448305	345.815	8.873889	J230315.61+085226.1	345.8150593	8.8739169	8.429	0.023	8.539	7.64	0.02	4.217	3.731	0.013	6.111	0.713	0.023	1.086	0	5	AAAA	8.484	0.005	0	0.261	7.674	0.005	16	0.319	3.803	0.005	0	0.825	0.702	0.006	1	0.576	9.172	0.006	0	8.46	0.005	0	5.247	0.005	0	1.779	0.006	0	8.745	0.005	0	7.993	0.005	16	4.628	0.005	0	1.278	0.006	1	8.566	0.005	0	7.799	0.005	16	4.289	0.005	0	0.987	0.006	1	8.477	0.005	0	7.713	0.005	16	4.095	0.005	0	0.836	0.006	1	8.427	0.005	0	7.668	0.005	16	3.986	0.005	0	0.77	0.006	1	8.393	0.005	0	7.641	0.005	16	3.923	0.005	0	0.74	0.006	1	8.368	0.005	0	7.621	0.005	16	3.887	0.005	0	0.729	0.007	1	8.347	0.005	1	7.605	0.005	17	3.864	0.006	1	0.725	0.007	1	1.19	32.21	0.91	-42	8.304	0.006	1	32.21	0.91	-42	7.577	0.005	17	32.21	0.91	-42	3.833	0.006	1	33.91	0.93	-42	0.773	0.006	1
NGC7479	279	1.194922	-56.495937	346.23625	12.322778	J230456.63+121922.6	346.2359667	12.322961	9.734	0.023	43.189999	8.392	0.019	6.665	4.498	0.014	6.201	1.37	0.019	1.541	0	5	AAAA	9.706	0.006	0	0.261	8.423	0.006	0	0.319	4.531	0.006	0	0.825	1.336	0.006	0	0.576	10.54	0.006	0	9.241	0.006	0	5.978	0.007	0	2.419	0.007	0	9.967	0.006	0	8.742	0.006	0	5.356	0.006	0	1.912	0.006	0	9.637	0.006	0	8.51	0.006	0	5.005	0.006	0	1.615	0.006	0	9.412	0.006	0	8.381	0.006	0	4.792	0.006	0	1.456	0.007	1	9.243	0.006	0	8.292	0.006	0	4.657	0.006	0	1.379	0.007	1	9.109	0.006	0	8.222	0.006	0	4.569	0.006	0	1.337	0.008	1	8.998	0.006	0	8.164	0.006	0	4.508	0.007	0	1.313	0.009	1	8.903	0.006	0	8.115	0.006	0	4.462	0.007	0	1.296	0.01	1	0.61	87.78	0.43	15	7.955	0.006	17	87.78	0.43	15	7.5	0.006	1	87.78	0.43	15	3.887	0.007	1	97.29	0.5	15	1.094	0.008	1
NGC7582	280	1.485102	71.10974	349.597917	-42.370556	J231823.62-422213.5	349.598445	-42.370422	7.572	0.026	8.82	6.638	0.021	4.207	3.459	0.014	8.575	0.485	0.012	2.458	0	5	AAAA	7.866	0.006	16	0.261	6.843	0.005	16	0.319	3.536	0.006	0	0.825	0.512	0.006	16	0.576	8.58	0.006	16	7.642	0.006	16	4.99	0.006	0	1.596	0.006	16	8.127	0.006	16	7.162	0.005	16	4.361	0.006	0	1.088	0.006	16	7.921	0.006	16	6.957	0.005	16	4.01	0.005	0	0.79	0.006	16	7.802	0.006	16	6.859	0.005	16	3.803	0.005	0	0.629	0.007	17	7.718	0.006	16	6.801	0.005	16	3.679	0.006	0	0.552	0.007	17	7.651	0.006	16	6.759	0.005	16	3.601	0.006	0	0.511	0.007	17	7.594	0.006	16	6.725	0.006	16	3.549	0.006	0	0.486	0.008	17	7.544	0.006	16	6.696	0.006	16	3.511	0.006	0	0.468	0.009	17	0.54	114.74	0.38	-20	6.957	0.006	17	114.74	0.38	-20	6.341	0.006	17	114.74	0.38	-20	3.047	0.006	1	130.11	0.47	-20	0.27	0.009	17
NGC7603	281	0.839901	93.38831	349.735833	0.243889	J231856.65+001437.9	349.7360662	0.2438751	8.242	0.022	2.545	7.341	0.02	1.632	4.963	0.015	1.164	3.356	0.02	0.5414	0	4	AAAA	8.262	0.005	0	0.261	7.359	0.005	0	0.319	5.005	0.005	0	0.825	3.329	0.009	0	0.576	8.917	0.006	0	8.13	0.005	0	6.434	0.006	0	4.4	0.009	0	8.523	0.005	0	7.678	0.005	0	5.83	0.005	0	3.905	0.009	0	8.369	0.005	0	7.5	0.005	0	5.503	0.005	0	3.62	0.009	1	8.297	0.005	0	7.425	0.005	0	5.322	0.005	0	3.476	0.01	1	8.255	0.005	0	7.386	0.005	0	5.222	0.005	0	3.413	0.011	1	8.226	0.005	0	7.362	0.005	0	5.166	0.006	0	3.383	0.013	1	8.203	0.005	0	7.345	0.005	0	5.134	0.006	0	3.37	0.015	1	8.185	0.005	0	7.332	0.005	0	5.114	0.006	0	3.361	0.017	17	0.39	31.5	0.7	-15	8.176	0.005	0	31.5	0.7	-15	7.327	0.005	0	31.5	0.7	-15	5.108	0.006	0	33.72	0.74	-15	3.463	0.01	1
NGC7679	282	0.731314	-76.619391	352.194583	3.511389	J232846.65+033041.1	352.1943853	3.5114359	9.859	0.022	30.51	9.48	0.019	21.309999	4.927	0.015	21.41	2.441	0.018	4.543	0	5	AAAA	9.897	0.006	0	0.261	9.517	0.006	0	0.319	5.035	0.006	0	0.825	2.487	0.006	1	0.576	10.679	0.006	0	10.39	0.006	0	6.519	0.006	0	3.593	0.006	1	10.158	0.006	0	9.836	0.006	0	5.86	0.006	0	3.063	0.006	1	9.911	0.006	0	9.571	0.006	0	5.494	0.006	0	2.767	0.006	1	9.779	0.006	0	9.435	0.006	0	5.282	0.006	0	2.606	0.006	1	9.7	0.006	0	9.358	0.006	0	5.16	0.006	0	2.532	0.007	1	9.648	0.006	1	9.31	0.006	1	5.09	0.006	0	2.496	0.007	17	9.612	0.006	1	9.277	0.006	1	5.048	0.006	1	2.481	0.008	17	9.585	0.006	1	9.253	0.006	1	5.022	0.006	1	2.475	0.009	17	0.28	20.47	0.91	55	9.643	0.006	1	20.47	0.91	55	9.306	0.006	1	20.47	0.91	55	5.085	0.006	1	23.17	0.93	55	2.752	0.006	1
NGC788	283	1.488503	143.099073	30.276667	-6.815556	J020106.46-064857.1	30.2769167	-6.8158862	9.821	0.023	31.57	9.037	0.02	7.876	5.87	0.015	1.893	3.405	0.018	0.8164	0	5	AAAA	9.801	0.006	0	0.261	9.051	0.006	0	0.319	5.879	0.006	0	0.825	3.375	0.008	1	0.576	10.614	0.006	0	9.887	0.006	0	7.312	0.006	0	4.446	0.008	1	10.062	0.006	0	9.37	0.006	0	6.704	0.006	0	3.951	0.008	1	9.753	0.006	0	9.117	0.006	0	6.368	0.006	0	3.663	0.008	1	9.551	0.006	0	8.97	0.006	0	6.175	0.006	0	3.514	0.008	1	9.407	0.006	0	8.869	0.006	0	6.062	0.006	0	3.448	0.009	1	9.3	0.006	1	8.794	0.006	1	5.995	0.006	1	3.416	0.011	1	9.219	0.006	1	8.738	0.006	1	5.951	0.006	1	3.403	0.013	1	9.157	0.006	1	8.695	0.006	1	5.921	0.006	1	3.396	0.015	1	0.26	37.85	0.83	-75	9.026	0.006	1	37.85	0.83	-75	8.603	0.006	17	37.85	0.83	-75	5.846	0.006	1	39.38	0.85	-75	3.428	0.01	1
NGC931	284	0.575577	-143.288028	37.060417	31.311667	J022814.47+311841.5	37.0603048	31.3115385	8.924	0.022	6.537	7.807	0.02	3.113	4.68	0.015	1.184	2.343	0.019	0.6935	0	5	AAAA	8.92	0.005	0	0.261	7.821	0.005	0	0.319	4.708	0.005	0	0.825	2.306	0.006	0	0.576	9.61	0.005	0	8.602	0.005	0	6.14	0.006	0	3.386	0.006	0	9.181	0.005	0	8.14	0.005	0	5.533	0.005	0	2.882	0.006	0	8.989	0.005	0	7.95	0.005	0	5.194	0.005	0	2.581	0.006	1	8.879	0.005	0	7.861	0.005	0	4.993	0.005	0	2.421	0.006	17	8.801	0.005	0	7.807	0.005	0	4.871	0.005	0	2.346	0.007	17	8.74	0.005	0	7.77	0.005	0	4.795	0.005	0	2.306	0.007	17	8.693	0.005	0	7.741	0.005	0	4.745	0.006	0	2.286	0.008	17	8.656	0.005	0	7.719	0.005	0	4.711	0.006	0	2.275	0.009	17	0.18	53.89	0.37	75	8.535	0.005	17	53.89	0.37	75	7.658	0.005	1	53.89	0.37	75	4.624	0.006	1	61.1	0.45	75	2.284	0.007	17
NGC985	285	1.154714	155.382465	38.6575	-8.7875	J023437.83-084716.0	38.6576352	-8.7877916	9.757	0.023	3.508	8.806	0.02	1.862	5.636	0.015	1.803	3.081	0.021	0.9405	0	5	AAAA	9.771	0.005	0	0.261	8.806	0.005	0	0.319	5.648	0.006	0	0.825	3.031	0.006	17	0.576	10.442	0.006	0	9.582	0.006	0	7.083	0.006	0	4.11	0.007	1	10.032	0.005	0	9.125	0.005	0	6.473	0.006	0	3.607	0.006	17	9.863	0.005	0	8.941	0.005	0	6.132	0.005	0	3.313	0.006	17	9.778	0.005	0	8.859	0.005	0	5.936	0.005	0	3.16	0.007	17	9.722	0.005	0	8.814	0.005	0	5.819	0.005	0	3.093	0.007	17	9.676	0.005	1	8.782	0.005	1	5.747	0.006	1	3.062	0.008	17	9.637	0.005	1	8.756	0.005	1	5.701	0.006	1	3.05	0.009	17	9.604	0.006	1	8.736	0.006	1	5.671	0.006	1	3.046	0.01	17	1.21	16.41	0.92	117	9.735	0.005	0	16.41	0.92	117	8.825	0.005	0	16.41	0.92	117	5.847	0.005	0	20.07	0.95	117	3.426	0.006	17
PG2304+042	286	0.21939	80.524079	346.762083	4.549167	J230702.91+043257.0	346.7621436	4.5491767	11.555	0.022	6.533	10.944	0.02	2.452	8.38	0.024	0.9719	6.16	0.053	0.9466	0	5	AAAA	11.521	0.006	0	0.261	10.926	0.007	0	0.319	8.366	0.017	0	0.825	6.113	0.06	1	0.576	12.215	0.006	0	11.718	0.008	0	9.796	0.021	0	7.176	0.063	1	11.782	0.006	0	11.245	0.007	0	9.191	0.017	0	6.689	0.06	1	11.599	0.006	0	11.047	0.007	0	8.864	0.016	0	6.415	0.064	1	11.51	0.006	0	10.959	0.008	0	8.684	0.017	0	6.275	0.073	1	11.461	0.006	1	10.914	0.008	1	8.586	0.019	0	6.224	0.088	1	11.431	0.006	1	10.887	0.009	1	8.531	0.021	1	6.215	0.108	1	11.41	0.006	1	10.869	0.009	1	8.5	0.023	1	6.239	0.134	1	11.391	0.007	1	10.855	0.01	1	8.484	0.026	1	6.257	0.164	1	0.36	11.36	0.69	20	11.694	0.006	0	11.36	0.69	20	11.15	0.007	0	11.36	0.69	20	9.041	0.017	0	18.15	0.86	20	6.663	0.059	1
PICTORA	287	0.288704	56.305242	79.957083	-45.778889	J051949.72-454643.8	79.957179	-45.7788444	10.484	0.022	1.737	9.521	0.02	1.165	6.74	0.015	1.139	4.472	0.025	0.8385	0	4	AAAA	10.497	0.006	0	0.261	9.518	0.006	0	0.319	6.741	0.006	0	0.825	4.457	0.009	1	0.576	11.148	0.006	0	10.286	0.006	0	8.159	0.006	0	5.52	0.009	1	10.758	0.006	0	9.837	0.006	0	7.566	0.006	0	5.033	0.009	1	10.61	0.005	0	9.664	0.006	0	7.243	0.006	0	4.746	0.009	1	10.545	0.006	0	9.594	0.006	0	7.062	0.006	0	4.599	0.01	1	10.51	0.006	0	9.559	0.006	0	6.961	0.006	0	4.536	0.012	1	10.487	0.006	1	9.538	0.006	1	6.905	0.006	0	4.509	0.013	1	10.471	0.006	1	9.524	0.006	1	6.873	0.006	1	4.502	0.016	1	10.457	0.006	1	9.513	0.006	1	6.854	0.006	1	4.499	0.019	1	0.19	11.18	0.78	75	10.662	0.005	0	11.18	0.78	75	9.728	0.006	0	11.18	0.78	75	7.362	0.006	0	17.03	0.92	75	5.047	0.009	1
PKS2331-240	288	0.586149	52.658629	353.48	-23.728056	J233355.23-234340.6	353.4801414	-23.7279568	11.027	0.022	5.117	10.168	0.02	3.079	7.547	0.017	1.372	5.314	0.035	0.9506	0h00	5	AAAA	11.027	0.006	0	0.261	10.173	0.006	0	0.319	7.538	0.007	0	0.825	5.319	0.024	1	0.576	11.709	0.006	0	10.955	0.006	0	8.963	0.008	0	6.377	0.025	1	11.288	0.006	0	10.492	0.006	0	8.363	0.007	0	5.895	0.024	1	11.112	0.006	0	10.305	0.006	0	8.039	0.007	0	5.618	0.025	17	11.023	0.006	1	10.225	0.006	1	7.861	0.007	0	5.485	0.029	17	10.968	0.006	1	10.182	0.006	1	7.764	0.008	1	5.435	0.035	17	10.93	0.006	1	10.155	0.006	1	7.711	0.008	1	5.413	0.042	17	10.899	0.006	1	10.135	0.006	1	7.68	0.009	1	5.409	0.051	17	10.872	0.006	1	10.118	0.007	1	7.661	0.01	1	5.406	0.061	17	0.4	11.96	0.88	75	11.104	0.006	0	11.96	0.88	75	10.3	0.006	0	11.96	0.88	75	8.025	0.007	0	17.23	0.94	75	5.88	0.024	1
SBS0915+556	289	0.075249	-16.707635	139.805	55.465278	J091913.19+552755.0	139.8049894	55.4652978	11.789	0.022	1.697	10.772	0.021	1.32	7.563	0.019	0.96	5.022	0.033	0.8613	0	0	AAAA	11.797	0.006	0	0.261	10.782	0.006	0	0.319	7.578	0.01	0	0.825	5.032	0.024	1	0.576	12.439	0.007	0	11.545	0.007	0	8.991	0.012	0	6.103	0.025	1	12.058	0.006	0	11.101	0.006	0	8.403	0.01	0	5.608	0.024	1	11.922	0.006	0	10.933	0.006	0	8.082	0.01	0	5.319	0.025	1	11.87	0.006	1	10.868	0.006	1	7.903	0.01	1	5.168	0.028	1	11.847	0.007	1	10.839	0.007	1	7.805	0.011	1	5.102	0.034	1	11.832	0.007	1	10.821	0.007	17	7.751	0.012	1	5.063	0.04	1	11.819	0.007	1	10.808	0.007	17	7.722	0.013	1	5.031	0.048	1	11.804	0.008	1	10.797	0.007	17	7.706	0.014	1	4.996	0.055	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
SBS1301+540	290	0.130608	-156.895749	195.997917	53.791667	J130359.49+534729.8	195.9978926	53.7916333	11.586	0.023	9.134	10.898	0.02	2.327	8.42	0.022	1.219	6.475	0.055	0.9638	hh00	5	AAAA	11.617	0.006	0	0.261	10.899	0.006	0	0.319	8.406	0.013	0	0.825	6.487	0.077	1	0.576	12.301	0.006	0	11.682	0.007	0	9.829	0.015	0	7.544	0.081	1	11.878	0.006	0	11.218	0.006	0	9.231	0.013	0	7.063	0.077	1	11.706	0.006	1	11.032	0.007	1	8.903	0.012	0	6.799	0.083	1	11.62	0.006	1	10.95	0.007	1	8.717	0.012	1	6.693	0.098	1	11.551	0.007	1	10.897	0.007	1	8.611	0.013	1	6.69	0.124	1	11.464	0.007	1	10.839	0.007	1	8.546	0.015	1	6.725	0.159	1	11.336	0.007	1	10.751	0.008	1	8.5	0.016	1	6.746	0.198	1	11.122	0.007	17	10.607	0.008	1	8.462	0.017	1	6.754	0.239	1	0.55	9.52	0.69	-75	11.928	0.006	0	9.52	0.69	-75	11.281	0.006	0	9.52	0.69	-75	9.311	0.013	0	15.96	0.87	-75	7.179	0.077	1
SDSSJ104326.47+110524.2	291	0.491357	-57.268203	160.860417	11.09	J104326.47+110524.2	160.8602997	11.0900738	12.597	0.023	1.296	11.757	0.023	0.9952	8.806	0.032	0.8196	6.23	0.06	0.911	0	0	AAAA	12.579	0.008	0	0.261	11.741	0.01	0	0.319	8.771	0.025	0	0.825	6.195	0.076	1	0.576	13.23	0.009	0	12.511	0.011	0	10.195	0.032	0	7.269	0.081	1	12.84	0.008	0	12.06	0.01	0	9.596	0.025	0	6.771	0.076	1	12.694	0.009	0	11.883	0.01	0	9.267	0.024	0	6.479	0.08	1	12.632	0.01	1	11.813	0.011	1	9.086	0.025	1	6.334	0.091	1	12.602	0.011	1	11.784	0.012	1	8.991	0.027	1	6.262	0.108	1	12.586	0.012	1	11.77	0.014	1	8.944	0.031	1	6.208	0.128	1	12.576	0.014	1	11.763	0.016	1	8.915	0.035	1	6.16	0.149	1	12.566	0.015	1	11.757	0.018	1	8.889	0.039	1	6.125	0.174	17	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
SWIFTJ212745.6+565636	292	0.346512	61.382938	321.941	56.952	J212745.39+565634.9	321.9391549	56.9430461	9.061	0.023	3.05E+00	8.075	0.02	1.95E+00	5.261	0.014	1.35E+00	3.082	0.021	6.08E-01	hh00	1	AAAA	9.063	0.005	0	0.261	8.088	0.005	0	0.319	5.253	0.006	0	0.825	3.059	0.007	1	0.576	9.711	0.005	0	8.855	0.005	0	6.676	0.007	0	4.129	0.008	1	9.324	0.005	0	8.407	0.005	0	6.078	0.006	0	3.635	0.007	1	9.175	0.005	0	8.232	0.005	0	5.754	0.006	0	3.349	0.008	1	9.097	0.005	0	8.155	0.005	0	5.573	0.006	0	3.205	0.008	1	9.025	0.005	1	8.104	0.005	1	5.471	0.006	1	3.145	0.009	1	8.911	0.006	1	8.044	0.005	1	5.413	0.007	1	3.12	0.01	1	8.718	0.005	1	7.953	0.005	1	5.377	0.007	1	3.112	0.012	17	8.473	0.005	1	7.835	0.005	1	5.352	0.007	1	3.11	0.014	17	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
UGC01479	293	1.019025	-36.991165	30.079583	24.473611	J020019.05+242825.8	30.0793962	24.4738372	10.863	0.022	25.620001	10.548	0.02	8.275	7.019	0.017	2.055	4.421	0.032	0.7912	0	5	AAAA	10.755	0.006	1	0.261	10.467	0.006	1	0.319	6.934	0.007	1	0.825	4.324	0.012	1	0.576	11.566	0.006	1	11.342	0.006	1	8.39	0.009	1	5.42	0.012	1	11.016	0.006	1	10.786	0.006	1	7.759	0.007	1	4.9	0.012	1	10.716	0.006	1	10.495	0.006	1	7.395	0.007	1	4.597	0.012	1	10.526	0.006	1	10.319	0.006	1	7.172	0.007	1	4.434	0.013	1	10.392	0.006	1	10.196	0.006	1	7.027	0.007	1	4.357	0.015	1	10.287	0.006	1	10.1	0.006	1	6.928	0.008	1	4.321	0.018	1	10.195	0.006	1	10.015	0.006	1	6.859	0.008	1	4.308	0.021	17	10.095	0.006	1	9.929	0.006	1	6.809	0.008	1	4.303	0.025	17	0.73	38.58	0.3	0	10.142	0.006	1	38.58	0.3	0	9.98	0.006	1	38.58	0.3	0	6.886	0.008	1	47.13	0.42	0	4.449	0.014	1
