Name,RA_(J2000),DEC_(J2000),Redshift,Dist_[Mpc],BAT_Type,PACS70,PACS70_err,PACS160,PACS160_err,PSW,PSW_err,PMW,PMW_err,PLW,PLW_err,BAT_flux,L_X
ESO141-G055,19h21m14.1s,-58d40m13s,0.037108999999999996,163.4391543,Sy 1,0.6127831579999999,0.04115642,1.309911597,0.087933395,0.599286596,0.067735751,0.272357728,0.035180444,0.0,0.10147947,5.4399999999999994e-11,1.7390530083602617e+44
ESO157-G023,04h22m24.2s,-56d13m33s,0.04353,192.6204637,Sy 2,0.082120889,0.0074101309999999995,0.588,0.034215036000000004,0.562853293,0.060248841,0.252414676,0.026597261,0.120801961,0.020733905,2.12e-11,9.413311198231499e+43
ESO195-IG021NED03,01h00m35.0s,-47d52m04s,0.048247000000000005,214.224121,Sy 1.8,0.410581243,0.021102542000000002,0.824056681,0.10629951800000001,0.47182865799999996,0.050043609,0.20351124899999998,0.023194182,0.0,0.07599693,1.63e-11,8.952123211381263e+43
ESO197-G027,02h10m52.5s,-49d41m55s,0.04809,213.5028085,Sy 2,0.7364397909999999,0.0383325,1.5611211369999998,0.085152378,0.758942149,0.086779315,0.336645937,0.038113569,0.12450266300000001,0.020236718,7.88e-12,4.2986799279205024e+43
ESO198-024,02h38m19.7s,-52d11m33s,0.0455,201.6258857,Sy 1,0.10560130300000001,0.011680813,0.0,0.109714848,0.055658475,0.0073122790000000005,0.0,0.043178527,0.0,0.051115612000000005,2.96e-11,1.4400779307748406e+44
ESO209-G012,08h01m58.0s,-49d46m42s,0.040494999999999996,178.7947455,Sy 1.5,1.038901543,0.057715779,2.076944821,0.10652496199999999,1.364078654,0.254216294,0.0,0.630147117,0.0,0.251152545,2.13e-11,8.14874661663214e+43
ESO244-IG030,01h29m51.2s,-42d19m35s,0.025598,111.7849327,Sy 2,1.425,0.07549602,2.207,0.116155696,1.053627887,0.107183445,0.44727160899999996,0.060821266,0.117726678,0.016401475,8.859999999999999e-12,1.3249575637102806e+43
ESO263-G013,10h09m48.2s,-42d48m40s,0.033537,147.31930880000002,Sy 2,0.164825852,0.010519178999999998,0.0,0.196163957,0.0,0.847928256,0.0,0.450410975,0.0,0.15951199900000002,3.5399999999999995e-11,9.194419496169495e+43
ESO297-018,01h38m37.2s,-40d00m41s,0.025227,110.1342922,Sy 2,0.6809999999999999,0.03720606,1.838,0.09415680900000001,1.337459894,0.144081082,0.6223880589999999,0.068644843,0.202139982,0.039324336,6.87e-11,9.972489200170727e+43
ESO323-077,13h06m26.1s,-40d24m53s,0.015013999999999998,65.0453904,Sy 1.2,7.017122307,0.35361738,7.531322177000001,0.455209617,2.880724732,0.28075317699999996,1.122742448,0.108612319,0.36113012299999997,0.03613638,3.31e-11,1.6759565323041535e+43
ESO362-18,05h19m35.8s,-32d39m28s,0.012445,53.81058898,Sy 1.5,1.426137588,0.073190326,1.923211877,0.09753033900000001,0.750151283,0.072803103,0.292549073,0.030137202000000002,0.138782154,0.02055956,4.9299999999999994e-11,1.7083785818167542e+43
ESO374-G044,10h13m19.9s,-35d58m58s,0.028452999999999996,124.5170147,Sy 2,0.284921938,0.015060881000000002,0.5012841229999999,0.09032000000000001,0.39203877200000004,0.04940935,0.199328769,0.027491854,0.082889488,0.014805687,2.01e-11,3.729539101002845e+43
ESO383-18,13h33m26.1s,-34d00m53s,0.012412000000000001,53.66655371,Sy 2,0.6543069739999999,0.04098822,0.7530590559999999,0.06987020599999999,0.304217222,0.03498555,0.146989701,0.021143351,0.0,0.07476773,1.8899999999999997e-11,6.514347564794563e+42
ESO399-20,20h06m57.7s,-34d32m58s,0.024950999999999997,108.9068993,Sy 1 Galaxy Pair,0.621788682,0.040451967,1.44097872,0.073662848,0.841473545,0.088561228,0.372625938,0.046493439000000004,0.123412655,0.022287782000000003,1.7899999999999998e-11,2.5407710082155885e+43
ESO417-G006,02h56m21.5s,-32d11m08s,0.016291,70.64604073,Sy 2,0.244116604,0.013215872,0.142163113,0.027423346,0.043402607999999995,0.006511783,0.0,0.118260418,0.0,0.114871565,3.07e-11,1.8336470229496727e+43
ESO426-G002,06h23m46.4s,-32d13m00s,0.022428999999999998,97.71419488,Sy 2,0.19648145399999997,0.01130861,0.630522306,0.33899999999999997,0.455273789,0.047932544,0.296590085,0.051976264,0.0,0.182834647,2.4399999999999998e-11,2.788090391899459e+43
ESO439-G009,11h27m23.4s,-29d15m27s,0.02389,104.19313709999999,Sy 2 (58 month),0.6,0.043565115999999994,1.486,0.078353208,1.1689848790000001,0.11920225,0.519511384,0.063002607,0.175233997,0.027645242999999996,6.71e-12,8.717710766203376e+42
