name,ra,dec,objid,distance,specobjid,Column1,sigma_balmer,sigma_balmer_err,sigma_forbidden,sigma_forbidden_err,v_off_balmer,v_off_balmer_err,v_off_forbidden,v_off_forbidden_err,oii_3726_cont,oii_3726_cont_err,oii_3726_reqw,oii_3726_reqw_err,oii_3726_eqw,oii_3726_eqw_err,oii_3726_flux,oii_3726_flux_err,oii_3726_inst_res,oii_3726_chisq,oii_3729_cont,oii_3729_cont_err,oii_3729_reqw,oii_3729_reqw_err,oii_3729_eqw,oii_3729_eqw_err,oii_3729_flux,oii_3729_flux_err,oii_3729_inst_res,oii_3729_chisq,neiii_3869_cont,neiii_3869_cont_err,neiii_3869_reqw,neiii_3869_reqw_err,neiii_3869_eqw,neiii_3869_eqw_err,neiii_3869_flux,neiii_3869_flux_err,neiii_3869_inst_res,neiii_3869_chisq,h_delta_cont,h_delta_cont_err,h_delta_reqw,h_delta_reqw_err,h_delta_eqw,h_delta_eqw_err,h_delta_flux,h_delta_flux_err,h_delta_inst_res,h_delta_chisq,h_gamma_cont,h_gamma_cont_err,h_gamma_reqw,h_gamma_reqw_err,h_gamma_eqw,h_gamma_eqw_err,h_gamma_flux,h_gamma_flux_err,h_gamma_inst_res,h_gamma_chisq,oiii_4363_cont,oiii_4363_cont_err,oiii_4363_reqw,oiii_4363_reqw_err,oiii_4363_eqw,oiii_4363_eqw_err,oiii_4363_flux,oiii_4363_flux_err,oiii_4363_inst_res,oiii_4363_chisq,h_beta_cont,h_beta_cont_err,h_beta_reqw,h_beta_reqw_err,h_beta_eqw,h_beta_eqw_err,h_beta_flux,h_beta_flux_err,h_beta_inst_res,h_beta_chisq,oiii_4959_cont,oiii_4959_cont_err,oiii_4959_reqw,oiii_4959_reqw_err,oiii_4959_eqw,oiii_4959_eqw_err,oiii_4959_flux,oiii_4959_flux_err,oiii_4959_inst_res,oiii_4959_chisq,oiii_5007_cont,oiii_5007_cont_err,oiii_5007_reqw,oiii_5007_reqw_err,oiii_5007_eqw,oiii_5007_eqw_err,oiii_5007_flux,oiii_5007_flux_err,oiii_5007_inst_res,oiii_5007_chisq,hei_5876_cont,hei_5876_cont_err,hei_5876_reqw,hei_5876_reqw_err,hei_5876_eqw,hei_5876_eqw_err,hei_5876_flux,hei_5876_flux_err,hei_5876_inst_res,hei_5876_chisq,oi_6300_cont,oi_6300_cont_err,oi_6300_reqw,oi_6300_reqw_err,oi_6300_eqw,oi_6300_eqw_err,oi_6300_flux,oi_6300_flux_err,oi_6300_inst_res,oi_6300_chisq,nii_6548_cont,nii_6548_cont_err,nii_6548_reqw,nii_6548_reqw_err,nii_6548_eqw,nii_6548_eqw_err,nii_6548_flux,nii_6548_flux_err,nii_6548_inst_res,nii_6548_chisq,h_alpha_cont,h_alpha_cont_err,h_alpha_reqw,h_alpha_reqw_err,h_alpha_eqw,h_alpha_eqw_err,h_alpha_flux,h_alpha_flux_err,h_alpha_inst_res,h_alpha_chisq,nii_6584_cont,nii_6584_cont_err,nii_6584_reqw,nii_6584_reqw_err,nii_6584_eqw,nii_6584_eqw_err,nii_6584_flux,nii_6584_flux_err,nii_6584_inst_res,nii_6584_chisq,sii_6717_cont,sii_6717_cont_err,sii_6717_reqw,sii_6717_reqw_err,sii_6717_eqw,sii_6717_eqw_err,sii_6717_flux,sii_6717_flux_err,sii_6717_inst_res,sii_6717_chisq,sii_6731_cont,sii_6731_cont_err,sii_6731_reqw,sii_6731_reqw_err,sii_6731_eqw,sii_6731_eqw_err,sii_6731_flux,sii_6731_flux_err,sii_6731_inst_res,sii_6731_chisq,ariii7135_cont,ariii7135_cont_err,ariii7135_reqw,ariii7135_reqw_err,ariii7135_eqw,ariii7135_eqw_err,ariii7135_flux,ariii7135_flux_err,ariii7135_inst_res,ariii7135_chisq,oii_sigma,oii_flux,oii_flux_err,oii_voff,oii_chi2,oiii_sigma,oiii_flux,oiii_flux_err,oiii_voff,oiii_chi2,spectofiber
MCG+11-11-032,133.8021,64.39611,1237663789035290970,0.00824922929575564,2112315568601196544,2112315568601196544,174.5591,3.013655,186.1787,1.657426,3.941974,2.966099,-5.351404,1.763061,13.48363,3.407725,-9.84993,0.6922898,-10.66935,0.6922898,92.40167,9.161443,72.41225,0.6698178,14.0176,3.254244,-9.84993,0.6922898,-10.66935,0.6922898,44.63084,9.390306,72.2399,0.6419851,15.26359,2.055484,-1.569137,0.5337363,-2.172338,0.5337363,31.80403,5.458445,69.71571,0.7231404,25.84578,1.576168,1.019019,0.2464555,0.4805774,0.2464555,-0.902612,4.332199,65.24203,1.253473,30.72681,1.416347,-0.4039827,0.1993136,-0.1087997,0.1993136,18.9762,4.140017,61.57361,1.501059,31.91498,1.46408,-1.258876,0.2293819,0.02548587,0.2293819,2.416802,4.479661,61.0952,1.013837,43.84296,1.236391,0.8802247,0.1238872,-1.15641,0.1238872,59.67706,3.920416,55.63953,0.916029,44.40523,1.12453,-4.204983,0.1325347,-3.636441,0.1325347,167.0688,4.685607,54.86526,5.98065,43.82508,1.189439,-10.90209,0.1486927,-11.88845,0.1486927,522.3967,5.998065,54.51318,32.04876,56.60627,1.18377,0.08908944,0.0894206,0.04862994,0.0894206,6.746729,4.137887,61.81109,2.600222,56.10295,0.7372588,-1.367261,0.09287981,-1.302847,0.09287981,76.1997,4.594455,62.12271,0.8852944,59.31625,15.67593,-3.084105,0.09125864,-2.86689,0.09125864,187.7212,2.074307,58.76761,2.022704,59.3768,15.70327,-6.167914,0.1016038,-7.791926,0.1016038,443.654,6.262924,58.55423,4.537971,59.37115,15.85708,-9.331026,0.1124266,-9.32751,0.1124266,566.2106,6.256581,58.27699,10.43261,58.78476,5.656674,-2.809613,0.09281725,-2.994028,0.09281725,177.5076,5.015,56.38326,2.399463,58.79542,5.713355,-2.683606,0.09221685,-2.667731,0.09221685,162.8257,5.056953,56.18613,2.094326,56.99999,0.9373143,-0.1665542,0.06383006,-0.2174462,0.06383006,14.01847,4.655396,50.66778,1.059231,203.2583,140.464,245.3531,-116.4966,0.539456,192.212,528.6436,6.30873,-5.849008,33.28669,0.7199663
MCG-02-08-014,43.0975,-8.510278,1237653470906941588,0.00715654047108006,514606108308957184,514606108308957184,152.0508,5.556534,154.3534,4.059958,-0.0139155,0,-1.62486,3.980096,25.61453,2.894297,0,-1,0,-1,0,-0.7320091,0,0,25.61453,2.784174,0,-1,0,-1,0,-0.7320091,0,0,26.57633,3.028499,-0.5883029,0.3821239,-0.1052559,0.3821239,9.984368,6.540213,85.37705,0.9230363,45.08067,2.20241,0.816826,0.2001138,-0.9012402,0.2001138,24.40869,5.714317,80.93995,0.879501,51.46806,2.525982,-0.8411462,0.1769942,-1.480238,0.1769942,52.05854,5.828645,76.68371,0.6190202,53.49647,2.411858,-0.9645521,0.2014777,-0.2346744,0.2014777,8.760237,6.300853,76.30742,0.7541856,69.62393,1.742463,1.126639,0.1294529,-1.158652,0.1294529,78.65034,6.32493,68.54004,0.5805692,70.92693,1.799623,-1.658596,0.1384062,-1.161073,0.1384062,83.99224,7.155175,67.19253,0.6196256,70.3025,1.484744,-2.918658,0.1453734,-3.894531,0.1453734,269.2558,8.486017,66.5446,1.089117,88.33619,1.270117,-0.02613298,0.1033038,-0.1402222,0.1033038,14.44396,6.973376,61.13424,0.5302734,86.75582,1.655366,-0.3049331,0.1186795,-0.2415254,0.1186795,27.11751,8.119989,60.42991,0.4052365,92.68259,5.606461,-1.549306,0.1227358,-1.488252,0.1227358,131.1669,3.669816,58.60708,0.451189,92.72063,5.579863,-2.448992,0.1269862,-4.350073,0.1269862,386.7588,11.37468,58.50486,1.279005,92.62388,12.39091,-4.245825,0.1362091,-4.350072,0.1362091,395.6295,11.069,58.36309,1.103081,91.55792,4.681773,-1.415601,0.125473,-1.571006,0.125473,149.6108,9.827359,57.51907,0.5209408,91.66312,4.64466,-1.219528,0.1232642,-1.227329,0.1232642,110.3304,9.553286,57.43546,0.2891207,89.8246,1.392757,0.09988397,0.08680693,-0.0176534,0.08680693,0.1277381,9.190206,55.38721,0.5478479,190.5643,0,1.035217,-0.01039105,0,141.4719,261.7232,8.798903,-6.763019,1.066574,0.7320091
Mrk1018,31.56667,-0.2913889,1237663783674314797,0.00546456887125745,454902901395974144,454902901395974144,500,0,188.2004,2.392752,92.68378,6.466371,-73.76137,2.457165,485.9708,19.25016,-1.730349,0.1130147,-1.889805,0.1130147,685.3053,58.63203,83.36467,0.592205,484.486,17.93952,-1.730349,0.1130147,-1.889805,0.1130147,228.4617,57.51263,83.30481,0.5968571,430.2162,31.95783,-1.048292,0.1027903,-0.6152375,0.1027903,264.451,31.44546,80.84789,0.5748744,386.9098,16.9868,-0.7254558,0.09602883,-3.106417,0.09602883,1502.21,42.32152,76.79113,1.162364,366.7039,26.68062,-2.104702,0.103228,-3.668879,0.103228,1680.101,43.25212,72.75708,0.991332,370.7815,27.70454,-2.437569,0.1206954,-1.598991,0.1206954,240.9656,28.08518,72.37463,1.432895,384.4811,37.30952,-2.658595,0.1060061,-4.796784,0.1060061,2536.098,49.26505,64.52272,8.167762,358.7679,11.44259,-2.386633,0.1064225,-1.57913,0.1064225,780.3674,32.63146,63.09682,7.977328,332.9223,12.75533,-9.501767,0.1466171,-9.753497,0.1466171,3281.176,46.99021,62.40373,6.331797,300.9232,5.533587,-0.1202425,0.09815681,-0.4928945,0.09815681,209.6578,38.78848,64.85277,1.619703,271.664,3.611085,-0.7032866,0.1071025,-0.6210693,0.1071025,169.8902,25.34808,60.72791,0.282827,362.4548,117.4574,-7.010047,0.1370164,-6.40293,0.1370164,1178.797,21.85125,58.16446,11.74584,372.0246,103.1516,-11.70416,0.1595836,-12.70313,0.1595836,7107.112,92.63195,58.01669,48.09723,377.6771,93.46828,-14.44671,0.1743459,-14.69856,0.1743459,3555.524,65.90834,57.82563,50.26546,280.1473,17.82814,-1.312304,0.1126246,-0.9237207,0.1126246,309.4693,29.16769,56.57782,3.740748,273.5508,16.2659,-1.260198,0.1127095,-0.9546128,0.1127095,334.237,28.71665,56.43795,2.390258,237.2172,3.394844,-0.1700802,0.07976791,-0.2590926,0.07976791,90.62762,24.38364,53.16694,0.3591105,215.7536,892.2783,319.3826,4.808022,0.4524409,161.3622,3209.3,46.60098,-88.42377,1.735137,0.895682
Mrk1310,180.31,-3.678056,1237650760243216505,0.0110952834700425,372706169120122880,372706169120122880,500,0,95.23806,0.5514036,-5.163064,2.433434,-0.7596641,0.515623,371.4028,11.91751,0,-1,0,-1,0,-0.9736154,92.52706,0,337.8083,11.91507,0,-1,0,-1,0,-0.9736154,92.42563,0,168.86,16.3573,-7.095433,0.2049643,-6.682742,0.2049643,1069.239,24.54132,88.35989,29.43429,153.9109,16.99806,-4.643189,0.1575061,-7.102582,0.1575061,1353.911,27.85871,82.15792,6.227158,149.624,22.78958,-10.24848,0.1724726,-11.47764,0.1724726,2109.826,29.63738,76.55476,17.06327,148.5024,28.87402,-8.663343,0.184465,-7.077795,0.184465,555.2057,15.73784,76.05086,19.7546,166.3686,47.20706,-17.91215,0.1936,-20.81492,0.1936,4438.126,37.6041,66.72112,48.9371,147.4106,5.135351,-22.23443,0.2445013,-21.45902,0.2445013,3139.76,33.13837,65.23363,10.26596,140.5021,9.379667,-73.54497,0.5726078,-74.23309,0.5726078,9966.666,74.62061,64.53409,25.57448,128.6648,8.152568,-3.318285,0.111389,-3.479976,0.111389,690.2496,18.87349,67.85097,6.054468,118.0347,3.01253,-4.381401,0.1421025,-4.294019,0.1421025,511.3329,13.25317,69.30841,3.542028,156.8722,177.3884,-28.96072,0.2543351,-29.26521,0.2543351,892.4393,12.46385,65.60317,75.53038,160.526,158.062,-67.37782,0.4496783,-69.87387,0.4496783,16212.48,87.88885,65.39014,165.9441,156.7671,179.8845,-38.94608,0.3047428,-39.59322,0.3047428,2691.803,37.59381,65.09356,101.0198,117.7829,3.844504,-5.6625,0.1476464,-5.301446,0.1476464,671.2905,14.8044,63.31501,11.63693,115.2331,2.804228,-6.201061,0.154311,-5.708316,0.154311,693.2979,15.02645,63.11305,6.807483,106.1449,3.556777,-1.790277,0.1092207,-1.918145,0.1092207,226.0155,11.96054,58.34075,2.36925,500,0,1.3769,-3.848189,-0.02620693,93.23007,10032.99,75.37135,0.2495041,28.52298,0.9736154
Mrk1392,226.4858,3.707222,1237654880205209622,0.0131230017326707,663185591055181824,663185591055181824,500,0,173.5944,0.7244586,7.499933,3.419139,28.89028,0.790188,424.0345,58.0652,-8.167798,0.143306,-8.330492,0.143306,1873.151,63.46047,86.86897,4.019698,422.9634,58.33504,-8.167798,0.143306,-8.330492,0.143306,1411.844,61.37141,86.79846,1.431962,349.7878,39.20883,-4.857866,0.119956,-4.560674,0.119956,1716.972,34.48586,83.08507,9.239636,277.3349,16.86878,-2.847338,0.1074303,-5.496282,0.1074303,1882.038,34.22036,77.43176,3.222003,267.6506,19.86052,-5.559313,0.1195511,-7.408522,0.1195511,2445.08,36.92498,72.3166,6.513193,262.3706,25.84756,-4.908685,0.1323467,-3.402595,0.1323467,450.425,21.87687,71.87904,3.598493,302.9051,38.38072,-8.750529,0.1320808,-11.24511,0.1320808,4379.17,47.77501,63.4344,20.84244,245.9551,16.23397,-20.82729,0.2032636,-19.2283,0.2032636,4655.794,47.65449,62.09481,21.21744,225.2052,13.37248,-72.51131,0.4967132,-72.98972,0.4967132,15682.83,104.6224,61.46576,42.06536,187.8877,6.928662,-1.96353,0.1018403,-2.358304,0.1018403,640.8655,25.1311,65.02155,5.183236,177.3056,3.780277,-4.773531,0.1286128,-4.584809,0.1286128,865.0016,21.21704,61.64063,3.984474,353.0769,234.7945,-17.18959,0.1852977,-17.68183,0.1852977,2377.823,26.21412,58.83594,100.6749,357.4926,231.2653,-29.26305,0.2468621,-31.08314,0.2468621,15827.44,122.1618,58.67692,90.59005,340.053,253.0826,-29.12078,0.2468252,-29.32545,0.2468252,7172.063,79.06775,58.45603,51.41464,186.7101,52.8048,-7.152788,0.1438932,-6.175206,0.1438932,1247.9,26.08983,57.13042,5.303376,181.1146,50.18205,-8.055688,0.1484182,-7.508338,0.1484182,1356.333,25.94928,56.99802,2.925438,157.0842,4.264944,-2.071958,0.0939365,-2.550116,0.0939365,560.47,18.39111,53.65014,1.844154,226.3259,3460.414,1630.138,-72.73144,0.90836,170.0256,15775.22,105.7262,28.82922,46.57984,0.7304783
Mrk18,135.4933,60.15167,1237663530263379983,0.00354673714263578,2009900458100942848,2009900458100942848,116.0524,0.7414565,118.5141,0.8266097,-3.797316,0.774113,-5.786213,0.8465555,0,0,0,-1,0,-1,0,-0.8178884,0,0,0,0,0,-1,0,-1,0,-0.8178884,0,0,147.1194,7.427737,-2.074945,0.1494502,-1.852814,0.1494502,223.9365,13.45819,67.57556,5.169984,167.4468,5.42647,0.3280656,0.1121826,-2.355186,0.1121826,449.0825,12.22096,64.89066,7.643891,165.6313,3.73606,-3.365177,0.1241427,-5.098824,0.1241427,869.5,15.1284,62.3379,12.78368,168.7668,3.704736,-1.109537,0.1323131,-0.2961429,0.1323131,61.15493,11.81497,62.11335,1.127632,189.3509,3.279749,-7.903691,0.145915,-10.83931,0.145915,2037.056,24.42722,57.5329,15.37411,189.1042,3.483915,-5.332205,0.1269427,-5.081153,0.1269427,951.1307,19.05824,56.74994,6.438023,187.007,3.532224,-15.46126,0.1835706,-16.20506,0.1835706,2876.047,31.42904,56.37493,19.04186,200.4604,7.119582,-1.379525,0.09179405,-1.449058,0.09179405,299.1398,13.26052,58.6839,0.09785255,195.4987,3.43909,-2.504272,0.1159742,-2.407106,0.1159742,449.3046,17.57518,64.06433,0.9072503,214.6191,60.27051,-8.652119,0.1489102,-8.964315,0.1489102,1311.06,12.2281,61.28829,47.90803,215.831,47.851,-43.19919,0.3595404,-45.63308,0.3595404,9504.388,75.10806,61.10096,21.61715,215.3357,61.78637,-17.34473,0.1990518,-17.84107,0.1990518,3954.461,36.88274,60.83529,19.22003,200.8788,6.023156,-9.003336,0.1546641,-9.068694,0.1546641,1843.751,28.6763,59.10777,10.59603,200.0324,5.389688,-7.079422,0.1437345,-7.01032,0.1437345,1428.183,25.9183,58.92253,5.776827,190.4868,2.775883,-0.777818,0.08280379,-0.8970886,0.08280379,197.6488,16.84832,53.45028,0.6225692,155.4738,0,1.156669,-2.507417,0,110.0501,2904.438,31.48903,-21.85001,4.097142,0.8178884
Mrk198,182.3087,47.05833,1237661357006716964,0.002069617503267,1631457329717209088,1631457329717209088,142.1914,0.9933363,179.6364,0.7043082,6.970207,1.037646,38.09373,0.7883373,76.55994,13.25134,-44.9985,0.4382764,-43.16858,0.4382764,2529.535,51.65455,82.47478,8.98116,76.6705,12.13467,-44.9985,0.4382764,-43.16858,0.4382764,879.7082,36.59978,82.44684,6.967106,88.7555,5.07605,-9.446258,0.2124443,-9.261899,0.2124443,820.4285,15.89235,80.856,3.805688,107.403,6.229063,-0.2306519,0.1213482,-2.238328,0.1213482,291.7364,9.176819,77.98529,2.844737,107.2967,3.940772,-4.028862,0.1341959,-4.757636,0.1341959,549.1205,10.94853,74.85321,2.037468,110.3814,3.92213,-1.961476,0.143594,-0.7347753,0.143594,110.732,10.37673,74.55804,0.3640298,127.4301,2.047296,-8.020184,0.1468415,-10.32705,0.1468415,1325.873,16.7265,67.76873,2.10594,132.6699,4.071451,-20.99985,0.2078709,-20.8596,0.2078709,2686.967,26.37906,66.44231,11.57985,132.578,3.969194,-62.3689,0.4281578,-63.48921,0.4281578,8187.16,54.52469,65.78712,39.81818,137.7913,2.211745,-1.012102,0.08951364,-1.062522,0.08951364,152.8864,9.491181,61.48053,0.7418385,130.9265,2.590864,-4.094345,0.1267098,-4.069376,0.1267098,543.4635,15.16794,62.87399,2.157691,135.631,50.45992,-9.837199,0.159151,-9.915063,0.159151,1416.558,10.76617,60.13837,6.393518,135.5171,50.23921,-39.46991,0.326555,-41.50407,0.326555,5324.914,43.35706,59.97276,24.60792,135.2167,50.75218,-31.66859,0.2782676,-31.86321,0.2782676,4272.667,32.47322,59.74091,43.06646,132.4651,2.396924,-11.45117,0.1719324,-11.6323,0.1719324,1560.813,22.79768,58.30421,18.45416,132.2037,1.846646,-10.52159,0.1664785,-10.55725,0.1664785,1343.057,21.87713,58.15648,20.52164,124.1134,2.534573,-1.164741,0.09040502,-1.337066,0.09040502,235.5676,14.29456,54.17524,0.9313604,180.1251,3221.643,846.254,-105.0945,0.6122044,189.4716,8225.817,54.66312,56.60142,18.55239,0.7235876
Mrk202,184.4792,58.65972,1237658608755736616,0.0113034880494191,1480669200119785472,1480669200119785472,500,0,86.77696,1.075137,27.51044,3.187451,32.85998,0.9846015,170.3432,7.341214,0,-1,0,-1,0,-0.6092665,74.0499,0,169.2658,7.396806,0,-1,0,-1,0,-0.6092665,73.99269,0,146.8835,11.5342,-1.791179,0.1399278,-1.053713,0.1399278,199.3558,11.83488,71.01636,3.970216,136.2565,9.635176,-1.643479,0.123893,-4.230123,0.123893,721.9583,19.1667,66.63184,5.047533,128.4965,10.15227,-4.527201,0.1357394,-6.151796,0.1357394,982.8449,19.94703,62.84733,7.628765,128.2776,11.44505,-3.514338,0.1506014,-2.476842,0.1506014,122.7409,9.317951,62.53308,3.612839,123.9874,21.17959,-10.3809,0.1598316,-13.29402,0.1598316,2106.459,23.55039,56.86245,29.45181,115.6679,2.391065,-4.086616,0.1355455,-3.583387,0.1355455,472.3628,11.45215,56.05353,2.307498,113.1334,4.102565,-13.60503,0.1919089,-14.08907,0.1919089,1540.945,19.15806,55.68569,5.110437,99.26543,4.871537,-1.946826,0.1069538,-2.052024,0.1069538,325.083,14.00636,62.47395,3.507712,89.91714,1.303873,-0.7232693,0.1192815,-0.6190451,0.1192815,66.3545,7.133523,63.00593,0.9686776,97.75026,63.36626,-14.82461,0.1890884,-15.21385,0.1890884,337.0797,5.722125,60.25144,24.75699,98.80563,61.64587,-41.50886,0.3258494,-43.94581,0.3258494,5830.941,39.08997,60.11498,83.67889,97.58215,64.23776,-22.81897,0.229703,-23.25325,0.229703,1016.71,17.25923,59.90504,34.11345,87.32625,1.289318,-3.501862,0.1418138,-3.434635,0.1418138,318.8829,9.677953,58.66545,1.259815,86.55276,1.202774,-2.658018,0.1349859,-2.534353,0.1349859,234.0368,8.835142,58.54376,0.931006,77.96324,2.750548,-0.5737897,0.09681347,-0.551088,0.09681347,52.4046,7.261146,55.6495,1.507695,500,0,0.8616329,28.79263,2.569168,80.71075,1536.211,19.12089,31.54932,3.145656,0.6092665
Mrk290,233.9683,57.9025,1237654949448450067,0.00824271077012479,692458168898316288,692458168898316288,500,0,160.0743,0.8967434,22.68982,3.047038,54.69733,0.9623251,490.0832,87.66345,-3.186661,0.1093467,-2.814439,0.1093467,864.1608,51.6082,93.47184,0.7535523,489.5182,86.40098,-3.186661,0.1093467,-2.814439,0.1093467,426.3065,49.53771,93.41771,1.377769,433.1324,49.92234,-2.987902,0.1041,-2.565913,0.1041,1206.877,34.1138,90.46163,0.993818,341.5123,27.85392,-2.428243,0.09944194,-5.34676,0.09944194,2270.542,38.89905,85.65133,3.71507,326.0396,29.53949,-5.025281,0.1123549,-7.150354,0.1123549,2932.229,42.18023,80.85352,8.768881,316.5871,38.95346,-5.335435,0.1273397,-4.04872,0.1273397,680.7372,25.37647,80.40155,6.416219,336.3507,77.94453,-10.02959,0.1380804,-12.56034,0.1380804,5764.72,55.40818,71.1883,39.09803,281.1888,10.26636,-12.77565,0.1578706,-11.66577,0.1578706,3404.643,41.79147,69.51998,12.91941,251.2561,12.44748,-47.02334,0.3499349,-47.10054,0.3499349,11470.64,84.52914,68.70996,16.25374,204.7455,10.75993,-2.26784,0.09072834,-2.777732,0.09072834,925.1755,24.52391,66.82787,9.074383,182.1823,2.958229,-1.76406,0.1114242,-1.649683,0.1114242,329.2899,17.44099,70.8425,0.7472588,329.3246,185.8018,-17.67635,0.1865369,-18.09426,0.1865369,1122.751,18.71549,69.81349,112.5572,334.836,169.9402,-31.14677,0.2538354,-33.1737,0.2538354,17335.69,117.7144,69.76119,121.5991,323.8085,196.5725,-20.66821,0.202246,-21.26027,0.202246,3386.477,56.45018,69.68043,81.45116,185.2713,4.593229,-1.660964,0.1139941,-1.160759,0.1139941,309.6867,18.97683,69.19373,8.835271,178.173,4.519369,-1.91961,0.1155931,-1.348994,0.1155931,298.4357,18.39171,69.14486,8.418861,154.5942,2.783683,-0.7615263,0.08394188,-0.8737431,0.08394188,182.7813,15.853,67.87572,0.3632986,188.6828,1312.754,598.3336,102.8386,1.086802,154.1945,11545.34,84.94726,54.6596,18.11965,0.6312555
Mrk417,162.3788,22.96445,1237667537475600472,0.00865664696903727,2793432229341063168,2793432229341063168,141.4238,1.045743,129.1152,0.4543737,-5.399722,1.039985,-4.325595,0.4775678,32.45929,2.742689,-43.43798,0.4936648,-44.58397,0.4936648,628.5532,14.62224,89.38245,6.356212,32.37727,2.692317,-43.43798,0.4936648,-44.58397,0.4936648,749.1616,15.03519,89.29757,6.086178,33.62515,4.792507,-14.596,0.3127577,-14.80078,0.3127577,488.8127,8.325402,85.09988,3.422275,48.39765,2.204896,-0.3203203,0.1465776,-1.988973,0.1465776,100.6684,4.674217,78.98705,1.111517,51.65488,1.595796,-3.792308,0.1425653,-4.13835,0.1425653,204.5471,5.146034,73.80085,1.907029,53.67009,1.614962,-2.948272,0.1598601,-1.797062,0.1598601,109.105,5.095666,73.37548,0.2381018,66.16857,1.400503,-5.154138,0.1236492,-7.459614,0.1236492,467.9057,6.72889,65.85271,5.267643,66.83765,1.60948,-30.4178,0.2330094,-30.0045,0.2330094,1932.602,14.63693,64.80361,16.25812,64.50652,1.421339,-92.81664,0.5290334,-93.86031,0.5290334,5735.506,31.83158,64.32943,63.99136,71.21153,1.167919,-0.4695375,0.08863182,-0.4812699,0.08863182,46.79858,4.807677,63.48614,0.9867331,68.92247,1.108464,-5.810889,0.1148631,-5.787369,0.1148631,401.2194,6.80792,60.60513,4.649397,75.4095,13.98655,-5.841732,0.1127572,-5.998531,0.1127572,401.077,3.29862,58.04197,11.36782,75.53074,13.89522,-24.37679,0.1940794,-26.3943,0.1940794,1892.034,14.10317,57.88568,35.92907,75.05464,17.61522,-16.30821,0.157141,-16.63424,0.157141,1209.741,9.949389,57.63935,22.93684,70.20628,1.386118,-6.511309,0.1196684,-6.620536,0.1196684,458.4651,7.398248,56.31808,2.753133,69.77385,1.084738,-6.70527,0.1249996,-6.590629,0.1249996,456.5191,7.855223,56.19064,2.46386,65.24015,0.9953295,-1.353053,0.08171842,-1.426155,0.08171842,106.8122,5.938176,52.42482,2.653221,190.7654,1438.819,160.5878,-84.03854,0.8535017,127.8656,5755.596,32.17241,-4.301451,68.62302,0.7610874
Mrk477,220.1588,53.50444,1237661388680200322,0.00149920946692732,1309501900785215488,1309501900785215488,212.5291,0.6845084,220.5424,0.4055089,226.1893,0.6752382,227.2006,0.4601777,112.6558,13.10341,-147.4422,0.8987652,-146.4026,0.8987652,11180.61,114.0277,87.10643,75.14328,113.106,13.63638,-147.4422,0.8987652,-146.4026,0.8987652,3861.561,91.94345,87.03402,58.17904,123.3425,36.45932,-56.41537,0.420211,-56.87052,0.420211,6424.336,47.73672,83.27068,49.7104,98.35558,21.95819,-15.78271,0.2095465,-20.42271,0.2095465,1842.38,19.02549,77.88843,32.00934,91.69347,23.97825,-34.46944,0.2985934,-38.98881,0.2985934,3314.118,25.62341,73.34798,59.51551,90.49684,19.37887,-24.01962,0.2510231,-24.01636,0.2510231,1786.12,19.49143,72.96078,18.11253,88.92838,30.07155,-76.27815,0.5336224,-80.02145,0.5336224,6578.007,42.61402,66.56139,101.2106,167.5657,163.6857,-127.5347,0.7818647,-124.9072,0.7818647,19931.93,115.3332,65.71222,103.519,186.652,165.177,-391.0072,2.237195,-393.2512,2.237195,65540.25,312.431,65.33566,247.8321,67.71272,2.394966,-12.8837,0.1778054,-13.23778,0.1778054,948.3014,12.02318,70.44894,15.92367,74.57876,12.93062,-60.12197,0.45584,-60.95591,0.45584,4858.08,33.03696,65.94847,108.1067,80.13432,243.8209,-42.66886,0.3559017,-43.50068,0.3559017,3358.648,17.6319,62.79909,311.248,80.98558,241.5194,-322.3133,1.933696,-325.3427,1.933696,24388.03,136.2633,62.63699,126.4613,79.57368,250.7808,-153.2143,0.8978776,-152.7256,0.8978776,10130.46,53.18184,62.38606,105.9893,69.00214,12.58954,-52.09629,0.4517843,-51.46638,0.4517843,3821.037,33.29559,60.86266,177.2179,67.1674,8.603985,-87.57066,0.5887244,-87.17469,0.5887244,4112.533,34.94183,60.70854,171.2526,63.33561,8.577806,-7.079097,0.1523992,-7.6301,0.1523992,1368.838,15.91623,56.61981,30.30775,230.6431,15556.88,159.9873,300,39.63026,254.3456,59884.79,298.5334,235.4461,247.7693,0.7163909
